input,probe_sync_score,file_sync_score,payload_start,mean_abs_h,header_ok,file_match,byte_errors,bit_errors,bit_error_rate,first16_hex,error
data/step2_file/receive_exp2_combo_8_150_5.wav,0.20582929837576483,0.2543773229225137,369383,1.243232775478161,False,False,4372,17349,0.4910835597826087,6f8e31ce28cab9caa84bb42fbfff8067,UnicodeDecodeError: 'utf-8' codec can't decode byte 0x8e in position 1: invalid start byte
data/step2_file/receive_exp2_combo_8_150_6.wav,0.20975488071228948,0.2540678011646103,390742,1.2381508081357901,False,False,4373,17444,0.49377264492753625,6f8e31ce28cab9c2a84bb42fbbff8067,UnicodeDecodeError: 'utf-8' codec can't decode byte 0x8e in position 1: invalid start byte
data/step2_file/receive_exp2_combo_8_150_7.wav,0.2105824475029799,0.2478341253693728,376070,1.1972190894627894,False,False,4375,17599,0.49816009963768115,6f8e31ce28cab9c2a84bb42fbbff8067,UnicodeDecodeError: 'utf-8' codec can't decode byte 0x8e in position 1: invalid start byte
data/step2_file/receive_exp2_combo_8_150_8.wav,0.21149591265551337,0.25084671753767795,379287,1.2415270467544546,False,False,4371,17572,0.4973958333333333,6f8c31cf28dab9d2a14ab42fbbbfc4f7,UnicodeDecodeError: 'utf-8' codec can't decode byte 0x8c in position 1: invalid start byte
