input,probe_sync_score,file_sync_score,payload_start,payload_delta,pilot_score,pilot_residual,mean_abs_h,header_ok,file_match,byte_errors,bit_errors,bit_error_rate,first16_hex,error
data/step4_fband_optimization/receive_exp2_fband_1.wav,0.33479056357052744,0.41920763746914036,482625,-2,17.665745062889783,17.665745062889787,1.023784195469646,True,False,357,590,0.016700634057971016,657872322e7478740034343032005468,
data/step4_fband_optimization/receive_exp2_fband_2.wav,0.32982070097592403,0.40014052716134546,508918,-2,21.00626348549245,21.00626348549245,0.9880239690803576,True,False,500,1183,0.033486186594202896,657870322e7478740034343032005468,
data/step4_fband_optimization/receive_exp2_fband_3.wav,0.32465408446873634,0.3767733622352117,486951,-2,20.313846112526743,20.313846112526743,0.9742678213964585,True,False,466,1122,0.031759510869565216,657870322e7478740034343032005468,
