bin,freq_hz,abs_y,abs_x,real_h,imag_h,abs_h,phase_h
8,375.0,17.072865835425098,4.810157234305641,0.49680848830315605,0.11103818916331445,0.5090659618386748,0.21988912328194535
9,421.875,18.951707987512965,4.810157234305641,0.3307235236942919,0.05861824796944935,0.3358781745213236,0.17542065155079054
10,468.75,18.955053265345033,4.810157234305641,0.12946228109608388,0.11758476353304248,0.17489041952526432,0.737357197499003
11,515.625,16.39515491835411,4.810157234305641,-0.1372963214087562,-0.2844760129054966,0.3158747881534466,-2.020450664129355
12,562.5,15.112225243191492,4.810157234305641,-0.1092493336809213,0.20879977564903635,0.23565390559210597,2.0528511044530795
13,609.375,14.042383167582274,4.810157234305641,-0.16941753533171616,-0.13541074400146996,0.21688331164223984,-2.467295585257732
14,656.25,21.101749161866575,4.810157234305641,0.6019187378390028,-0.05087272880516522,0.6040647328703954,-0.08431721818496031
15,703.125,14.403201486199842,4.810157234305641,0.1828341891605832,0.34249704019605204,0.388242917860795,1.0804546874965617
16,750.0,11.246282238209053,4.810157234305641,0.16693305632202757,-0.10076973638627365,0.19499021786841594,-0.5431016234646641
17,796.875,8.84223431025363,4.810157234305641,-0.128861193739993,-0.018114673957077693,0.13012820088154312,-3.001932721410076
18,843.75,8.124235385966653,4.810157234305641,0.04153626261004808,-0.06795877759058325,0.07964707504495842,-1.0221837317429903
19,890.625,8.475931781162721,4.810157234305641,0.09722102219910078,0.017317193251086833,0.09875126500219394,0.1762731856915906
20,937.5,15.673760449409768,4.810157234305641,0.057892043017823004,0.4181720718176151,0.4221603608737018,1.433230016497677
21,984.375,21.217485796784302,4.810157234305641,-0.19626785964773544,0.5933221011240459,0.6249417480157297,1.890260454617455
22,1031.25,30.779958946909026,4.810157234305641,1.0744793358555351,0.1332276300713549,1.0827074603026348,0.12336310193208432
23,1078.125,22.042905468804552,4.810157234305641,0.1699526273145904,0.21037884675638066,0.2704499116170622,0.8912926285548085
24,1125.0,18.09801757265475,4.810157234305641,-0.002634814474586064,0.2673201551512149,0.2673331397290375,1.5806524079990925
25,1171.875,18.676887528255868,4.810157234305641,0.2512451155271919,0.058678229544588345,0.2580062842233875,0.22943714929142514
26,1218.75,21.8416379666385,4.810157234305641,-0.22034634468009734,-0.3173129054379984,0.38631592197498715,-2.1777630701542714
27,1265.625,28.178508482899108,4.810157234305641,-0.07813602647420409,-0.033459315173793774,0.08499861413621276,-2.736998819139731
28,1312.5,27.441885120670182,4.810157234305641,0.30395868776536256,-0.3017273128678051,0.42828758468868494,-0.7817141343784124
29,1359.375,20.94357988443236,4.810157234305641,-0.32293937617913254,0.2815727317969332,0.4284542495746249,2.424517781493802
30,1406.25,13.478505381226936,4.810157234305641,-0.08101454138654052,-0.1174369843205169,0.14267025339000705,-2.1746813583151665
31,1453.125,10.395600383484163,4.810157234305641,0.1369998513236893,-0.054452268331165905,0.1474245867863372,-0.37831674377382485
32,1500.0,5.391013778559776,4.810157234305641,0.007591416559701919,0.12107217731514164,0.12130994075182798,1.5081767257527459
33,1546.875,7.866214035934922,4.810157234305641,0.034119117663829704,0.013754054221795736,0.036787065630386355,0.38319201352846777
34,1593.75,10.531217706319909,4.810157234305641,0.10045358566932418,-0.16055464388341634,0.18939038134592498,-1.0117182162198224
35,1640.625,10.910311091772197,4.810157234305641,0.21558133649028613,-0.034054464202965345,0.21825448260021837,-0.15667114709216162
36,1687.5,8.161357272394559,4.810157234305641,0.19929719820890107,0.05324651381353632,0.2062875770549771,0.26107356758754363
37,1734.375,7.963743916273176,4.810157234305641,0.17581812702936034,-0.07035716867613681,0.18937303128015523,-0.3806530613558472
38,1781.25,12.768533445757154,4.810157234305641,0.07546888790554057,-0.06093182152810989,0.09699608196433752,-0.6792227714002428
39,1828.125,11.907242766809365,4.810157234305641,0.004255437873659992,0.07366162440526948,0.0737844405109883,1.513090386182889
40,1875.0,7.370642304862534,4.810157234305641,-0.05464468858182138,-0.03719755917150315,0.0661037094157485,-2.543925985381801
41,1921.875,5.660054167837511,4.810157234305641,0.06575056781717017,0.146490887747779,0.16056997652554067,1.1489097616833726
42,1968.75,4.7861630463219695,4.810157234305641,-0.06076913398296221,0.06345961059857298,0.08786358644149309,2.3345404350722325
43,2015.625,3.0675824963535674,4.810157234305641,0.06784423792495725,0.10153029367364252,0.12211159303307079,0.9817213898770427
44,2062.5,3.36243848069335,4.810157234305641,-0.011859682253869741,-0.020426929587421757,0.023620150624672976,-2.096821902125635
45,2109.375,5.369652771891924,4.810157234305641,0.08169632821039177,-0.12029650469143585,0.14541505796868734,-0.9742184458559614
46,2156.25,8.473128049224252,4.810157234305641,0.14163096377239007,-0.016737080559943013,0.14261647788655452,-0.11762834213231907
47,2203.125,9.464640983925223,4.810157234305641,0.3261170048588557,0.09173240963054166,0.338772985692095,0.2742015558167273
48,2250.0,8.064988825977744,4.810157234305641,0.1780699646628432,-0.11198798211129875,0.21035736367521532,-0.5613980153267373
49,2296.875,7.369964291181473,4.810157234305641,-0.02840213641037126,-0.0636731171574063,0.06972049340914137,-1.990370304807477
50,2343.75,4.894057088140886,4.810157234305641,0.06828336694160746,-0.08931295681731367,0.11242518604091144,-0.918054101427889
51,2390.625,2.714073523774456,4.810157234305641,-0.007224165199724584,-0.03553817860946838,0.03626500657260919,-1.7713427682792502
52,2437.5,2.3114555634525984,4.810157234305641,-0.04367260882466559,-0.03897421324345358,0.05853448607016594,-2.4129824440818943
53,2484.375,1.5096348682291385,4.810157234305641,-0.006548307476937236,-0.027390846598548332,0.02816272018462916,-1.8054610053111604
54,2531.25,1.5888532277102476,4.810157234305641,0.08292890976355906,0.01917578944227074,0.085117066298756,0.2272378512452294
55,2578.125,2.648573223891052,4.810157234305641,0.016038138598037564,-0.04151075208082616,0.04450128568935594,-1.2021026570045055
56,2625.0,2.2428302211557622,4.810157234305641,0.035689634342259524,-0.06666028097657409,0.07561311433448563,-1.079234650614071
57,2671.875,1.5591534463029402,4.810157234305641,-0.004072030733804547,0.006512030634544801,0.007680363095733089,2.129617743950396
58,2718.75,1.5651778371756615,4.810157234305641,0.014763029196063416,-0.0032406511528629465,0.015114524502556233,-0.2160840809781029
