symbol,iters,converged,median_abs_llr
0,8,True,3.2981097477740757
1,12,True,3.0847130476619373
2,14,True,2.9272623457198597
3,11,True,2.8842451207376043
4,10,True,2.8663184494096408
5,10,True,2.8623495352652384
6,17,True,2.9308266860144214
7,10,True,3.0089071704175208
8,8,True,3.1903786157683847
9,10,True,3.326837291793585
10,12,True,3.4038183100162915
11,12,True,3.281191652949386
12,9,True,3.125821341316276
13,10,True,3.0367882378739104
14,11,True,2.9286893420091533
15,12,True,2.9134925384925787
16,13,True,2.879304486158788
17,11,True,2.9050084995250787
18,14,True,3.0021409918779405
19,15,True,3.0843079854364213
20,12,True,3.1759584181358136
21,24,True,3.33507622099562
22,14,True,3.3904735456908393
23,13,True,3.1725179682394913
24,12,True,3.0695152240673425
25,27,True,2.972559291151714
26,26,True,2.9058051792025408
27,25,True,2.9002530809473672
28,24,True,2.832112350752059
29,28,True,2.9219979481613594
30,15,True,3.0527148283363257
31,23,True,3.1730972863219726
32,13,True,3.3356060215468757
33,24,True,3.430736204963109
34,21,True,3.3330276287228022
35,16,True,3.1927616119367186
36,25,True,3.105508324381042
37,17,True,2.9594481438125824
38,13,True,2.9585966350781696
39,14,True,2.9115501439543925
40,13,True,2.894902432909645
41,13,True,3.0247181414488242
42,20,True,3.07810663520901
43,17,True,3.2066941583557007
44,16,True,3.37480100367037
45,16,True,3.408360085348282
46,25,True,3.291283752566132
47,13,True,3.198821940249278
48,17,True,3.0321534444896487
49,22,True,3.001096796064603
50,18,True,2.9364162727190424
51,15,True,2.936899712563858
52,25,True,3.012371739604397
53,14,True,3.14456136436851
54,23,True,3.2444426233541406
55,29,True,3.3111661069299254
56,23,True,3.5059360582535524
57,18,True,3.4070000113273955
58,30,True,3.2160917837547323
59,38,True,3.116911231261626
60,40,True,2.9962804139161627
61,18,True,2.9726904622243353
62,13,True,2.8980485065292827
63,29,True,2.9064624479352785
64,30,True,3.0157166577651364
65,39,True,3.1770740387285175
66,18,True,3.2498714717138717
67,13,True,3.466449851900959
68,15,True,3.493217113692115
69,21,True,3.3910476244061662
70,23,True,3.18049350978279
71,20,True,3.058032846599476
72,27,True,3.0132757944866
73,23,True,2.9220749498877714
74,24,True,2.913711039899262
75,21,True,2.9719705439526223
76,17,True,3.0953594820454837
77,18,True,3.2531601570285744
78,14,True,3.392335726436995
79,18,True,3.527662762689241
80,29,True,3.4428384756258072
81,20,True,3.3141124272970606
82,24,True,3.1815456290345443
83,33,True,3.068605634068354
84,20,True,3.009422705312777
85,39,True,2.9739821997761737
86,23,True,2.9516030210541055
87,29,True,3.00367661213284
88,23,True,3.0652749416233513
89,32,True,3.25695474211685
90,22,True,3.3937086097651035
91,29,True,3.4762690901938527
92,23,True,3.3152062113042655
93,24,True,3.1561893169105497
94,23,True,3.0673410401913688
95,18,True,2.944370548896062
96,15,True,2.995459141464316
97,15,True,2.967739240960949
98,20,True,3.0747153769001363
99,19,True,3.1333241456391336
100,20,True,3.2107113504594187
101,16,True,3.404317753208217
102,17,True,3.5152503033597458
103,14,True,3.398443435994303
104,22,True,3.294098972916907
105,17,True,3.138482835842649
106,21,True,3.0501855570762895
107,19,True,2.9436365883645763
108,20,True,2.9295925307113126
109,16,True,2.920951309661303
110,20,True,2.9711280295937836
111,27,True,3.106539937571068
112,19,True,3.1952640224397966
113,31,True,3.4634443860483417
114,25,True,3.465229764643225
115,22,True,3.2824800760375146
116,36,True,3.109444194271709
117,24,True,3.061923126779676
118,20,True,2.96165778628262
119,26,True,2.922946554573464
120,27,True,2.9149364009218286
121,25,True,2.9924500151595033
122,30,True,3.0395580251870573
123,24,True,3.2269734151756317
124,17,True,3.2985645936423573
125,25,True,3.4936028014168077
126,34,True,3.4120388309114977
127,27,True,3.228749439103339
128,23,True,3.1375597751272526
129,29,True,3.0474808825059245
130,26,True,2.986856950454382
131,17,True,2.797766444622419
132,17,True,2.825926812531447
133,43,True,3.0862121697088067
134,23,True,3.0622102797740345
135,43,True,3.312004714593444
136,21,True,3.398222115709588
137,83,True,3.4665440448389386
138,12,True,3.2352626216908384
139,17,True,3.0588232578315804
140,15,True,2.925191397710063
141,15,True,2.9161779137067523
142,13,True,2.8126332030564956
143,14,True,2.8488030166332683
144,16,True,2.887123140648785
145,39,True,3.0836788818878063
146,15,True,3.0525863855463107
147,22,True,3.1881897688317924
148,22,True,3.3708997593050167
149,24,True,3.304222645122735
150,19,True,3.1705995403949
151,21,True,3.0460765364418565
152,18,True,2.9015347862866374
153,23,True,3.0207757772596935
154,31,True,2.8027508029968295
155,33,True,2.946511623477305
156,27,True,2.9644368272591572
157,22,True,3.133228733999248
158,14,True,3.190242511685147
159,39,True,3.3845290302508433
160,34,True,3.4738520570842812
161,32,True,3.296447799450814
162,24,True,3.114458241440115
163,30,True,3.0326528399679167
164,25,True,2.979020460075379
165,29,True,2.977372376702186
166,25,True,2.8888309960336027
167,27,True,2.974633276521983
168,14,True,3.106735273900866
169,15,True,3.206863392443516
170,17,True,3.3583660589055158
171,17,True,3.496911072127723
172,15,True,3.3747041421876025
173,17,True,3.2144827503807774
174,18,True,3.0940026551098603
175,19,True,2.980606089281556
176,23,True,2.9053302049997565
177,19,True,2.835347199918871
178,33,True,2.9364578240560215
179,16,True,3.033405825202834
180,17,True,3.090768000516796
181,17,True,3.2332298597459954
182,15,True,3.4081363912295046
183,15,True,3.430633920780602
184,16,True,3.259733032318289
185,15,True,3.090820616725444
186,13,True,3.0166534226866872
187,18,True,2.8949587326917676
188,15,True,2.8590820137517037
189,19,True,2.8284360705267995
190,15,True,2.9293462420613126
191,15,True,2.9926213101655836
192,17,True,3.1001560214867196
193,15,True,3.2739320301013883
194,14,True,3.3675846484678793
195,14,True,3.236972784662064
196,20,True,3.1969322962378337
197,17,True,3.00597449465643
198,16,True,2.926973370778292
199,15,True,2.9085519411904492
200,14,True,2.8448307110682887
201,17,True,2.870958187046878
202,17,True,2.99668370710958
203,16,True,3.088392260774941
204,15,True,3.1303093248663743
205,16,True,3.320574867470239
206,17,True,3.388008697285645
207,15,True,3.258199383343219
208,15,True,3.0768857441620607
209,18,True,2.9888251834658996
210,13,True,2.887279364957688
211,14,True,2.82914360795201
212,17,True,2.7838961904083592
213,16,True,2.8544031880570464
214,19,True,2.911096481129139
215,23,True,3.041224662303436
216,13,True,3.1525267225405953
217,17,True,3.2527896365652778
218,21,True,3.2482430439227064
219,25,True,3.0601996766236903
220,19,True,2.963923940650696
221,11,True,2.8785559257825337
222,20,True,2.72908514462988
223,14,True,2.7389476916094537
224,16,True,2.7103361913001285
225,17,True,2.8399534832448876
226,14,True,2.917650043370707
227,18,True,3.028825764824025
228,15,True,3.1299086723083263
229,14,True,3.15136084836603
230,23,True,3.0542074222021753
231,14,True,2.9199121589945083
232,11,True,2.8033875263537666
233,8,True,2.6943558164029726
234,7,True,2.750784959718904
