bin,freq_hz,abs_h,training_noise,mean_abs_llr
400,2343.75,2.203069550037596,4.505220996198237,4.518955215193375
401,2349.609375,0.5028987693562241,0.75,1.002700692339597
402,2355.46875,1.873925166761194,2.473142808638549,2.631279334402246
403,2361.328125,2.2804717225435063,2.4129604747061713,2.60720988948972
404,2367.1875,1.2677343347330006,1.0004660805342034,1.0577754962843238
405,2373.046875,2.689750428539268,3.2403929160787097,3.1246815035183935
406,2378.90625,1.6920148186012451,2.878710543878327,2.9130739267043317
407,2384.765625,0.8146335077292404,1.1182283247706437,1.1991235986325042
408,2390.625,1.0895828600453703,1.3302451974776304,1.3711599368587357
409,2396.484375,0.9080705828075307,0.989847845526995,1.23444741130707
410,2402.34375,1.8235517908138175,2.774136315568172,2.844782449022678
411,2408.203125,1.2775214308532763,1.5162377099065645,1.2821016487248917
412,2414.0625,1.0643451832523698,1.4468649781174658,1.301732951542052
413,2419.921875,2.6740080431950144,4.146243751622558,3.96677710270497
414,2425.78125,2.2076764852187796,2.6573411931880844,2.593341618269833
415,2431.640625,0.8632776882720791,1.3579626197733266,1.5626916634434966
416,2437.5,1.1918172465327028,2.089893809570233,2.0951106342890355
417,2443.359375,3.255508540398967,5.12708580992614,5.361252772559898
418,2449.21875,4.0727329857745795,6.372306358252457,6.1838157271809395
419,2455.078125,5.447816205540787,9.623378430472997,9.353648854873164
420,2460.9375,4.984441082167895,8.816690264134813,8.392733589626587
421,2466.796875,5.718796510962777,5.509257142500209,5.298732172695345
422,2472.65625,4.953411087803984,8.057572291803893,7.85870460715232
423,2478.515625,4.273850558753503,6.7917457941816775,6.789530668199667
424,2484.375,5.363626492211253,5.767835305383319,6.077205221111578
425,2490.234375,4.6029958408538985,6.680203975726064,7.107137403805168
426,2496.09375,4.799049855027416,6.588237040287831,6.8843081712472305
427,2501.953125,5.24153882773639,8.386449909616623,8.617329352613995
428,2507.8125,6.161610136675284,9.633627437335289,9.794155803078704
429,2513.671875,5.444321080008001,7.8862270319357535,7.718194066283794
430,2519.53125,5.421338711559027,8.120332959963992,7.871553816981722
431,2525.390625,5.665389217131849,7.937455713064896,7.703046611736151
432,2531.25,4.3849429791711545,5.649616959143991,5.660396824896868
433,2537.109375,5.907448925059467,8.243218426998915,8.168642321296776
434,2542.96875,4.454314567654059,5.305247512241447,4.862279140297119
435,2548.828125,3.9117119872207433,5.686097754824943,5.268965551428415
436,2554.6875,5.173479603021286,9.045610151391585,8.764073791259642
437,2560.546875,3.1943407248364784,5.581556083187435,5.419087363807617
438,2566.40625,2.5047738359325034,3.8081129275906784,3.8244043888455885
439,2572.265625,1.7625728625046395,3.1858885522053932,3.605639009664813
440,2578.125,2.276514981056979,3.2728075725322556,3.3677272393306383
441,2583.984375,2.601768436188422,2.7080206954880737,2.704445500641584
442,2589.84375,3.5371180008238343,5.460162862554334,5.455458618873236
443,2595.703125,2.9932455563066225,4.743624457312613,4.231733292931525
444,2601.5625,4.904678681567192,6.036415724342689,5.665243438443856
445,2607.421875,5.224553073221657,7.655884659397023,7.49752053761651
446,2613.28125,5.068184334213209,9.817182693700541,9.31647507232778
447,2619.140625,5.341086762634286,9.40838001684993,9.219690874866892
448,2625.0,4.727664617326278,9.070450997259382,9.053897981860585
449,2630.859375,4.083742611886089,8.888185850149807,8.961434741728002
450,2636.71875,3.4668702865720085,5.172166158602678,5.202422554423547
451,2642.578125,2.45867537436503,3.0007130434523988,2.60799309155509
452,2648.4375,1.8320016059782416,2.1154840315218553,1.8317805266164708
453,2654.296875,1.9733387771310582,3.5480663709089324,3.3641561252441665
