symbol,iters,converged,median_abs_llr
0,10,True,3.119002255874172
1,8,True,3.4274621039708997
2,13,True,3.181292627283154
3,6,True,2.992188140961944
4,8,True,2.9976948764822096
5,8,True,3.2657259251034323
6,7,True,3.3868052194031026
7,7,True,3.0643004804553304
8,7,True,2.94019890572695
9,7,True,3.099944044485368
10,9,True,3.397960396747557
11,9,True,3.2079926964030507
12,12,True,2.931717780697446
13,10,True,2.9562804268651717
14,8,True,3.190688626288357
15,6,True,3.347586585972137
16,6,True,3.0203772016858883
17,10,True,2.9386959914986583
18,8,True,2.9877501444293193
19,11,True,3.3781146515249656
20,14,True,3.160694975888279
21,8,True,2.949682404490667
22,13,True,2.8532255054797
23,11,True,3.130531386561497
24,11,True,3.302013893769324
25,9,True,3.0455686743236736
26,13,True,2.9382497907586287
27,8,True,2.9579758573974644
28,8,True,3.282680417778198
29,14,True,3.222753311922669
30,8,True,2.937250005462775
31,12,True,2.9061847048121363
32,13,True,3.0723588012736363
33,6,True,3.3630621425479346
34,14,True,3.0640128801909725
35,10,True,2.8877613076709863
36,12,True,2.9012225891239387
37,8,True,3.2722489129402277
38,16,True,3.283007402059617
39,10,True,3.024981130445438
40,8,True,2.933470328854815
41,19,True,3.1168534489839237
42,15,True,3.3896187870250296
43,9,True,3.125813321331929
44,6,True,2.897250889909733
45,16,True,2.9741486007054654
46,10,True,3.208761990592059
47,9,True,3.345388957078043
48,10,True,3.0114896687379407
49,7,True,2.896324549888962
50,13,True,3.032028662772693
51,9,True,3.4219766603668806
52,9,True,3.191546161322442
53,8,True,2.9361500972196937
54,8,True,2.9597524357003744
55,7,True,3.209058014587811
56,14,True,3.3563984768960786
57,9,True,3.095378934109763
58,12,True,2.9410092031432606
59,13,True,3.0256764776615777
60,11,True,3.370495656738706
61,22,True,3.285840508009783
62,13,True,2.9776025939328457
63,13,True,2.971352447507015
64,12,True,3.128862267561476
65,18,True,3.402279482471803
66,22,True,3.0776467347879315
67,13,True,2.925505665995579
68,11,True,2.9996247098601536
69,11,True,3.2562793615999404
70,14,True,3.2634554329021856
71,11,True,2.994859293031177
72,10,True,2.9421278969584908
73,14,True,3.0989211197891695
74,8,True,3.3397131520720946
75,16,True,3.1305150177690244
76,11,True,2.856421871067009
77,9,True,2.9476395803153776
78,11,True,3.267580779418251
79,11,True,3.3321634790463346
80,11,True,2.974865050959756
81,9,True,2.84281680302607
82,9,True,3.063196998526914
83,7,True,3.4008604407724174
84,12,True,3.1379918750902323
85,16,True,2.9068654666113334
86,10,True,2.920759558396189
87,17,True,3.1760488155576843
88,11,True,3.376885565086556
89,19,True,3.023589536532976
90,12,True,2.950444403983977
91,11,True,3.01120072737427
92,12,True,3.441005225697679
93,10,True,3.1899791201896512
94,12,True,2.9379365097796253
95,10,True,2.9414978919760055
96,11,True,3.222408974366255
97,10,True,3.379258017708117
98,12,True,3.0426272349539483
99,14,True,2.938279534918082
100,8,True,3.0264683256972846
101,12,True,3.346449140217522
102,15,True,3.200195067452467
103,14,True,2.9599611354811333
104,12,True,2.9368216593658767
105,13,True,3.085994919596609
106,9,True,3.332983808209674
107,12,True,3.0696382091629446
108,9,True,2.8936766103866516
109,9,True,2.937395952945994
110,18,True,3.2630256363886234
111,16,True,3.238480215273915
112,10,True,2.9675535672186286
113,14,True,2.856160361114499
114,9,True,3.0351746946669107
115,16,True,3.345795019850564
116,14,True,3.1116376609813265
117,11,True,2.9140073219748976
118,16,True,2.982350031927636
119,12,True,3.2799301405276076
120,10,True,3.2777618222696376
121,18,True,2.968801388379107
122,10,True,2.8634662302690588
123,14,True,3.047088137804738
124,14,True,3.388292443734436
125,12,True,3.0901350198501403
126,9,True,2.9271072654503083
127,9,True,2.9358905619595763
128,12,True,3.1522880275379896
129,11,True,3.3072749095820635
130,9,True,2.9995429676208443
131,11,True,2.9176259204300714
132,15,True,3.0506138947927197
133,11,True,3.3589629944069808
134,11,True,3.1951775041898314
135,14,True,2.9890580558333015
136,7,True,2.9186664660136605
137,12,True,3.185768637613995
138,13,True,3.2780829210557307
139,8,True,2.9627901030712684
140,7,True,2.8329466619335486
