index,time_sec,sample_bits
0,0.0,1111011101000001
1,2.0833333333333333e-05,1111000010010110
2,4.1666666666666665e-05,0000100010000011
3,6.25e-05,0000010001110011
4,8.333333333333333e-05,0000010111000111
5,0.00010416666666666667,0000100110100111
6,0.000125,1111111111100011
7,0.00014583333333333335,0001011100100010
8,0.00016666666666666666,0000000011100001
9,0.0001875,1110111111001000
10,0.00020833333333333335,0001000010000111
11,0.00022916666666666666,0000001101001001
12,0.00025,1111001010110110
13,0.0002708333333333333,0000010110000011
14,0.0002916666666666667,0000110010110101
15,0.0003125,1110110101010010
16,0.0003333333333333333,1111101100100000
17,0.0003541666666666667,0000100100101101
18,0.000375,0000111011111111
19,0.0003958333333333333,0000001001000110
20,0.0004166666666666667,1111110010001010
21,0.0004375,0000011001011000
22,0.0004583333333333333,1111011111101011
23,0.00047916666666666664,1111010100111110
24,0.0005,0000100001101100
25,0.0005208333333333333,1111101101110001
26,0.0005416666666666666,1110111001001100
27,0.0005625,1111001100010101
28,0.0005833333333333334,0000011111000100
29,0.0006041666666666667,1111110010000101
30,0.000625,0000001110101110
31,0.0006458333333333333,0010110101101010
32,0.0006666666666666666,1111111000100000
33,0.0006875,1101111111010111
34,0.0007083333333333334,0001111101010100
35,0.0007291666666666667,1111001110100010
36,0.00075,1100110110011011
37,0.0007708333333333333,1110110111001011
38,0.0007916666666666666,0000101001111101
39,0.0008125,1111011101111000
40,0.0008333333333333334,1111001101000010
41,0.0008541666666666667,0000011010100000
42,0.000875,0000111011101111
43,0.0008958333333333333,1111000011101001
44,0.0009166666666666666,0000010001110111
45,0.0009375,0010011001001110
46,0.0009583333333333333,0000110101101011
47,0.0009791666666666666,1110100011100011
48,0.001,1111001010010110
49,0.0010208333333333332,1111010001110001
50,0.0010416666666666667,1111010011110101
51,0.0010625,0000011101000100
52,0.0010833333333333333,1111111011111110
53,0.0011041666666666667,0000100100000101
54,0.001125,0001001101101111
55,0.0011458333333333333,1111101101110100
56,0.0011666666666666668,1111100100101110
57,0.0011875,1111011101110001
58,0.0012083333333333334,1110100011111110
59,0.0012291666666666666,0000101110000010
60,0.00125,0001111111111110
61,0.0012708333333333332,0000010010011111
62,0.0012916666666666667,1111100010001101
63,0.0013125,0000100100110001
64,0.0013333333333333333,1111101001000010
65,0.0013541666666666667,0000101010000100
66,0.001375,1111100101101001
67,0.0013958333333333333,0000001011010110
68,0.0014166666666666668,1111111001010001
69,0.0014375,1111101001011011
70,0.0014583333333333334,0000000100111101
71,0.0014791666666666666,1110111111011011
72,0.0015,1111101110100001
73,0.0015208333333333332,0000100000010111
74,0.0015416666666666667,0000100111110100
75,0.0015625,0001001111011010
76,0.0015833333333333333,0000101010000101
77,0.0016041666666666667,1111111111111101
78,0.001625,0001010100111011
79,0.0016458333333333333,0001000110101111
80,0.0016666666666666668,1111111011111000
81,0.0016875,0000010100000100
82,0.0017083333333333334,1111111110111000
83,0.0017291666666666666,1111010111110110
84,0.00175,1111001101110111
85,0.0017708333333333332,1111110101100001
86,0.0017916666666666667,1110101010001100
87,0.0018125,0000010101001110
88,0.0018333333333333333,1111110111011000
89,0.0018541666666666667,1111111100010100
90,0.001875,0000101110100111
91,0.0018958333333333334,0000100010100111
92,0.0019166666666666666,0000000100000111
93,0.0019375,0001000010110111
94,0.001958333333333333,0001010000100001
95,0.001979166666666667,1110101010011101
96,0.002,0000100000001111
97,0.0020208333333333332,0000010011101100
98,0.0020416666666666665,1111111011111110
99,0.0020625,1111000010111100
100,0.0020833333333333333,1111100000010010
101,0.0021041666666666665,0000110001110010
102,0.002125,1111011001010001
103,0.0021458333333333334,1111010101111011
104,0.0021666666666666666,0000101110111111
105,0.0021875,0001000000110000
106,0.0022083333333333334,1111110111100100
107,0.0022291666666666666,1111001100111011
108,0.00225,1111101101110100
109,0.0022708333333333335,0000011000100000
110,0.0022916666666666667,1111010010100101
111,0.0023125,1111001001010110
112,0.0023333333333333335,1111110000001000
113,0.0023541666666666667,0000001010111100
114,0.002375,1110100101000010
115,0.002395833333333333,1111110101001100
116,0.002416666666666667,0000001000101000
117,0.0024375,1111000110011110
118,0.002458333333333333,1111100100000000
119,0.002479166666666667,0000100010101110
120,0.0025,0000110111001001
121,0.0025208333333333333,1111010110000101
122,0.0025416666666666665,0000011010000100
123,0.0025625,0000100010101010
124,0.0025833333333333333,0000000101001100
125,0.0026041666666666665,1111011001001010
126,0.002625,0000011010000101
127,0.0026458333333333334,0000011000110000
128,0.0026666666666666666,1110010011010001
129,0.0026875,1111010111111111
130,0.0027083333333333334,0001000110110100
131,0.0027291666666666666,1110001000000010
132,0.00275,0000001001111010
133,0.0027708333333333335,0001110100010010
134,0.0027916666666666667,1111001110100011
135,0.0028125,1111010101011000
136,0.0028333333333333335,0001110110111001
137,0.0028541666666666667,0001000010001010
138,0.002875,1111010001001100
139,0.002895833333333333,0000010000001100
140,0.002916666666666667,0001000100011101
141,0.0029375,1111110100001111
142,0.002958333333333333,1111100110111000
143,0.002979166666666667,0001000011110001
144,0.003,1111101010110100
145,0.0030208333333333333,1110011001011001
146,0.0030416666666666665,1111111111011010
147,0.0030625,0000010001111001
148,0.0030833333333333333,1111000101110010
149,0.0031041666666666665,0000001100111110
150,0.003125,0000011001100111
151,0.0031458333333333334,1111100100001000
152,0.0031666666666666666,0000101101010110
153,0.0031875,1111101110000101
154,0.0032083333333333334,1111111111101001
155,0.0032291666666666666,1111011011110100
156,0.00325,0000110100100000
157,0.0032708333333333335,0000001011111010
158,0.0032916666666666667,1111011110110011
159,0.0033125,1110011111101000
160,0.0033333333333333335,0000011001110010
161,0.0033541666666666668,1111100001011000
162,0.003375,1110001000101001
163,0.003395833333333333,0000111000011111
164,0.003416666666666667,0000001010010110
165,0.0034375,1111001111110010
166,0.0034583333333333332,1110110000000000
167,0.003479166666666667,0000110100110111
168,0.0035,1110101011001000
169,0.0035208333333333333,1110111111110001
170,0.0035416666666666665,0000010111110110
171,0.0035625,0000001100001011
172,0.0035833333333333333,0000001011000111
173,0.0036041666666666665,0000011011101001
174,0.003625,0001001111000110
175,0.0036458333333333334,0000111000010100
176,0.0036666666666666666,1111110000001110
177,0.0036875,1111110110100000
178,0.0037083333333333334,0001000010011000
179,0.0037291666666666667,1111001100111110
180,0.00375,1101110001010010
181,0.0037708333333333335,0000011001010111
182,0.0037916666666666667,0000100010001111
183,0.0038125,1111010011001010
184,0.003833333333333333,1111011101110001
185,0.0038541666666666668,0000110110100101
186,0.003875,0000101010001010
187,0.003895833333333333,1111100111100110
188,0.003916666666666666,0000000111000000
189,0.0039375,0000110100001011
190,0.003958333333333334,1111101101110110
191,0.0039791666666666664,1111010011101111
192,0.004,0000001010001011
193,0.004020833333333334,0000010101101101
194,0.0040416666666666665,1111101111011000
195,0.0040625,1111011001111111
196,0.004083333333333333,0000111011100011
197,0.0041041666666666666,0001000011001011
198,0.004125,1110110110111011
199,0.004145833333333333,1111111111101000
200,0.004166666666666667,0001011001011100
201,0.0041875,1111100011000001
202,0.004208333333333333,1111001101100101
203,0.004229166666666667,0000001011000011
204,0.00425,0000011001001001
205,0.004270833333333333,1110110110110110
206,0.004291666666666667,1111111000100000
207,0.0043125,0000010111100011
208,0.004333333333333333,1111010110001110
209,0.004354166666666667,1110101011111001
210,0.004375,0000110110110010
211,0.004395833333333333,0001000110110101
212,0.004416666666666667,1110101111010111
213,0.0044375,0000000101000001
214,0.004458333333333333,0000011111101111
215,0.004479166666666667,1111110111011100
216,0.0045,0000000010000101
217,0.004520833333333333,0000010110110000
218,0.004541666666666667,1111111000000011
219,0.0045625,0000110101111110
220,0.004583333333333333,1111110111111100
221,0.004604166666666667,1111110010111111
222,0.004625,1111010001101100
223,0.004645833333333333,0000011000000111
224,0.004666666666666667,1111011111101010
225,0.0046875,1111110000110110
226,0.0047083333333333335,0000111011000001
227,0.004729166666666666,1110111101110110
228,0.00475,1111111011110100
229,0.0047708333333333335,0000111011111111
230,0.004791666666666666,1110101000111111
231,0.0048125,1111101000011100
232,0.004833333333333334,0001010010101010
233,0.004854166666666666,1110101100001110
234,0.004875,1111100101000110
235,0.004895833333333334,0001111100011010
236,0.004916666666666666,1111110011110000
237,0.0049375,0000000000000000
238,0.004958333333333334,0001111000011010
239,0.0049791666666666665,1111101100011101
240,0.005,1111100010100010
241,0.005020833333333334,0000010011111011
242,0.0050416666666666665,1111000110000100
243,0.0050625,1111100101000111
244,0.005083333333333333,1111110101001111
245,0.005104166666666667,1111011100101111
246,0.005125,0000011100000111
247,0.005145833333333333,0000011000011111
248,0.005166666666666667,1111110101100001
249,0.0051875,0000010001011010
250,0.005208333333333333,0000010100001110
251,0.005229166666666667,1111010011100110
252,0.00525,0000010100100001
253,0.005270833333333333,1111101101001110
254,0.005291666666666667,1111010010010101
255,0.0053125,1111100110000100
256,0.005333333333333333,1111110110011100
257,0.005354166666666667,0000100100101001
258,0.005375,0001011011000111
259,0.005395833333333333,0000100001001010
260,0.005416666666666667,1110111111100101
261,0.0054375,1111111001110110
262,0.005458333333333333,0001001000010000
263,0.005479166666666667,1110110010111001
264,0.0055,1111110101001010
265,0.005520833333333333,0000111111101110
266,0.005541666666666667,1111110111011101
267,0.0055625,0000000110010110
268,0.005583333333333333,1111110110000111
269,0.005604166666666667,1111010010010000
270,0.005625,0000010010100011
271,0.005645833333333333,0000111000001110
272,0.005666666666666667,0000100100000100
273,0.0056875,0000111000000010
274,0.0057083333333333335,0000010111010010
275,0.005729166666666666,1110110100001111
276,0.00575,1111110011101011
277,0.0057708333333333335,0001000011001111
278,0.005791666666666666,1110111100011111
279,0.0058125,1110110110100010
280,0.005833333333333334,0000101000010111
281,0.005854166666666666,0000000001000010
282,0.005875,1111101010011010
283,0.005895833333333334,0000100011111110
284,0.005916666666666666,0000011100110101
285,0.0059375,0000110011100010
286,0.005958333333333334,0000001001001101
287,0.0059791666666666665,0001011010111011
288,0.006,1011010110010100
289,0.006020833333333334,1111001101001110
290,0.0060416666666666665,0010011111010000
291,0.0060625,1101110101110100
292,0.006083333333333333,1110001110011001
293,0.006104166666666667,0000010111011111
294,0.006125,1111010011011010
295,0.006145833333333333,1101100111111011
296,0.006166666666666667,1110011111101000
297,0.0061875,0000001011111111
298,0.006208333333333333,1111101110010101
299,0.006229166666666667,1111110001110001
300,0.00625,1111110101101100
301,0.006270833333333333,0000111100101000
302,0.006291666666666667,1111011111111100
303,0.0063125,1111000100111000
304,0.006333333333333333,1111101111011011
305,0.006354166666666667,0001000001110111
306,0.006375,0000101001011110
307,0.006395833333333333,1111011100010010
308,0.006416666666666667,1110110000001101
309,0.0064375,0000010100110000
310,0.006458333333333333,1111110100100011
311,0.006479166666666667,1110111101011001
312,0.0065,1111111011001110
313,0.006520833333333333,0001001000110110
314,0.006541666666666667,1111000011010111
315,0.0065625,0000010011111101
316,0.006583333333333333,0001100101000010
317,0.006604166666666667,1111111100001110
318,0.006625,1111000100011101
319,0.0066458333333333335,1111100110000110
320,0.006666666666666667,1111100101111110
321,0.0066875,1111000001000111
322,0.0067083333333333335,1111111001010000
323,0.006729166666666666,1111110110101100
324,0.00675,0000001110010101
325,0.0067708333333333336,1111110111100011
326,0.006791666666666666,0000001110110110
327,0.0068125,0000100011000010
328,0.006833333333333334,1111010011111001
329,0.006854166666666666,0000010101101000
330,0.006875,1111111110110110
331,0.006895833333333334,1111001111100100
332,0.0069166666666666664,0000101110011110
333,0.0069375,1111011110011010
334,0.006958333333333334,1111100111100101
335,0.0069791666666666665,1111101110111010
336,0.007,0000100011010001
337,0.007020833333333333,0000000101100110
338,0.0070416666666666666,0000111111100111
339,0.0070625,0000100110011110
340,0.007083333333333333,0000010000011111
341,0.007104166666666667,0000110101110010
342,0.007125,1111010001111111
343,0.007145833333333333,0000010111110011
344,0.007166666666666667,1111111010110110
345,0.0071875,0000000111101000
346,0.007208333333333333,1111011101001100
347,0.007229166666666667,0000000001110000
348,0.00725,0001011011100001
349,0.007270833333333333,0000001010000100
350,0.007291666666666667,1111100110011100
351,0.0073125,1111100101001000
352,0.007333333333333333,0000010101110100
353,0.007354166666666667,0000111111110001
354,0.007375,0000000000010111
355,0.007395833333333333,1111111000110001
356,0.007416666666666667,0000101111100001
357,0.0074375,1111111010111010
358,0.007458333333333333,1111111101101001
359,0.007479166666666667,0001100000111011
360,0.0075,1111011110010011
361,0.007520833333333333,0000000010001000
362,0.007541666666666667,0010000111100111
363,0.0075625,1111111010101101
364,0.007583333333333333,1110111110101000
365,0.007604166666666667,1111010111010011
366,0.007625,0001101010011010
367,0.0076458333333333335,0000100011000001
368,0.007666666666666666,0000000101101101
369,0.0076875,0000100100111110
370,0.0077083333333333335,0001001000011011
371,0.007729166666666666,1110000000111001
372,0.00775,1111011011100000
373,0.007770833333333334,0001110101010001
374,0.007791666666666666,1111010000011010
375,0.0078125,1101110000000111
376,0.007833333333333333,0001110111001011
377,0.007854166666666667,0000101010000111
378,0.007875,1101101111000000
379,0.007895833333333333,1111010100100001
380,0.007916666666666667,0001010010011111
381,0.0079375,0000100101011010
382,0.007958333333333333,1110111111100101
383,0.007979166666666667,0001000000111011
384,0.008,0000011011011001
385,0.008020833333333333,1100110011010100
386,0.008041666666666667,0001001010011001
387,0.0080625,0000100000001100
388,0.008083333333333333,1100110100011011
389,0.008104166666666668,0001000010110111
390,0.008125,0000100111101101
391,0.008145833333333333,1110101001011111
392,0.008166666666666666,1110111110001010
393,0.0081875,0000000111011010
394,0.008208333333333333,1111000010010101
395,0.008229166666666666,1111101001111100
396,0.00825,0000100100001110
397,0.008270833333333333,1111111011011101
398,0.008291666666666666,0000000001111110
399,0.0083125,0000000100101011
400,0.008333333333333333,0000010011000100
401,0.008354166666666666,1111110101000111
402,0.008375,0000101100000010
403,0.008395833333333333,0000000100010011
404,0.008416666666666666,0000000110100101
405,0.0084375,1111100111011000
406,0.008458333333333333,0001001010010110
407,0.008479166666666666,1110110100100101
408,0.0085,1111000100011011
409,0.008520833333333333,0001101010011010
410,0.008541666666666666,0000011000111100
411,0.0085625,1110111001001101
412,0.008583333333333333,1110111111000011
413,0.008604166666666666,0000000011000110
414,0.008625,0000011010010001
415,0.008645833333333333,1110101001100010
416,0.008666666666666666,1111111101111101
417,0.0086875,0001000001010110
418,0.008708333333333334,1110111001010100
419,0.008729166666666666,1110101111110010
420,0.00875,0001011100011110
421,0.008770833333333334,1110101110100001
422,0.008791666666666666,1110011011000000
423,0.0088125,0000101101100001
424,0.008833333333333334,0000000101100100
425,0.008854166666666666,1110001111001010
426,0.008875,1111111011111010
427,0.008895833333333334,1111110100101000
428,0.008916666666666666,1110110101010000
429,0.0089375,0000110000111010
430,0.008958333333333334,0000111111100111
431,0.008979166666666667,1111100011011111
432,0.009,1111111000110111
433,0.009020833333333334,1111001100001010
434,0.009041666666666667,1111010011000111
435,0.0090625,0000010000000000
436,0.009083333333333334,1110111100110101
437,0.009104166666666667,1111100111110011
438,0.009125,0000011011010001
439,0.009145833333333334,0000001000010101
440,0.009166666666666667,1110110000100111
441,0.0091875,1111101111111011
442,0.009208333333333334,0000010000110011
443,0.009229166666666667,1111101010111100
444,0.00925,0000011101010111
445,0.009270833333333334,0000000011000111
446,0.009291666666666667,0000000011110000
447,0.0093125,1111011000011111
448,0.009333333333333334,1110111001001011
449,0.009354166666666667,0000111011100101
450,0.009375,0000001011101001
451,0.009395833333333334,1111101000111011
452,0.009416666666666667,1111100100101100
453,0.0094375,0000111110010011
454,0.009458333333333332,1111110100001111
455,0.009479166666666667,1110111111010000
456,0.0095,1111101011001100
457,0.009520833333333333,1111111100010010
458,0.009541666666666667,0000010000001000
459,0.0095625,1111101010111111
460,0.009583333333333333,1111100000100011
461,0.009604166666666667,0000101100111101
462,0.009625,1110011111011111
463,0.009645833333333333,1111111000011000
464,0.009666666666666667,0001011111001000
465,0.0096875,0000011101110010
466,0.009708333333333333,1111100010001011
467,0.009729166666666667,0001010111001000
468,0.00975,1111111111100111
469,0.009770833333333333,1110100110001100
470,0.009791666666666667,0000101011001001
471,0.0098125,0000010110010010
472,0.009833333333333333,1110111000111111
473,0.009854166666666667,0000001101100011
474,0.009875,1111010000111100
475,0.009895833333333333,1111101101100001
476,0.009916666666666667,0000100000111011
477,0.0099375,1111001111111010
478,0.009958333333333333,0000000000011001
479,0.009979166666666667,0000111010001111
480,0.01,1111011000110111
481,0.010020833333333333,0000000000101000
482,0.010041666666666667,0000100010011111
483,0.0100625,0000011010101010
484,0.010083333333333333,1111001001010110
485,0.010104166666666666,1111001100011000
486,0.010125,0000111111011010
487,0.010145833333333333,1111111100101001
488,0.010166666666666666,1111110111111010
489,0.0101875,1111100101100110
490,0.010208333333333333,1111000110100010
491,0.010229166666666666,1111110110100110
492,0.01025,1111101111011110
493,0.010270833333333333,1111001100001101
494,0.010291666666666666,1111101111110110
495,0.0103125,0000001011011001
496,0.010333333333333333,1110110100000011
497,0.010354166666666666,1111111100101111
498,0.010375,0000101110001001
499,0.010395833333333333,1111011011010111
500,0.010416666666666666,1101100101111101
501,0.0104375,0000001011000000
502,0.010458333333333333,0000000010011111
503,0.010479166666666666,1110110110011100
504,0.0105,1111011010010011
505,0.010520833333333333,0000101000000010
506,0.010541666666666666,1111010111111011
507,0.0105625,0000011100011111
508,0.010583333333333333,0000011100101001
509,0.010604166666666666,0001010011010010
510,0.010625,0000001011011001
511,0.010645833333333334,0000011101111100
512,0.010666666666666666,0000101110000111
513,0.0106875,0000000110111110
514,0.010708333333333334,0000011110101010
515,0.010729166666666666,1111111101000010
516,0.01075,1110110111100110
517,0.010770833333333334,1111011000010110
518,0.010791666666666666,0000100101010011
519,0.0108125,1111101100010111
520,0.010833333333333334,0000001100110010
521,0.010854166666666666,0000100001101111
522,0.010875,0000011000111110
523,0.010895833333333334,0000011110010011
524,0.010916666666666667,0000011100101111
525,0.0109375,0000010111101110
526,0.010958333333333334,0000010010110011
527,0.010979166666666667,1111111110110111
528,0.011,1111111111101010
529,0.011020833333333334,1111111011011011
530,0.011041666666666667,1111011100011001
531,0.0110625,1111010110101110
