symbol,iters,converged,median_abs_llr
0,9,True,2.7163719388174328
1,13,True,2.7403168560611806
2,9,True,2.763441618723271
3,9,True,2.8197849300295896
4,11,True,2.884409330592226
5,9,True,2.923946408269395
6,9,True,2.916537813302054
7,9,True,2.942746943588284
8,9,True,2.990501113222802
9,11,True,3.0011872333123084
10,10,True,3.0160854182612358
11,11,True,3.0490663040226975
12,10,True,3.054597238921424
13,8,True,3.1010640715673885
14,9,True,3.086996528741733
15,8,True,3.066824173721502
16,10,True,3.111696353963174
17,10,True,3.087048834634216
18,10,True,3.1369294209171077
19,11,True,3.1496978389307793
20,14,True,3.1437107993551994
21,13,True,3.15186364280224
22,17,True,3.147745120932716
23,20,True,3.169819104264052
24,17,True,3.161389950077937
25,22,True,3.1008072757137892
26,30,True,3.11912004075183
27,23,True,3.1443881187439477
28,14,True,3.1222411533880985
29,27,True,3.172068244946491
30,11,True,3.146810486761007
31,8,True,3.1595769222746335
32,10,True,3.1619325433006535
33,9,True,3.0934005315667985
34,12,True,3.0669824517543
35,11,True,2.954123887061686
36,11,True,2.961612679604223
37,15,True,2.9858680640626876
38,10,True,2.9951423104017327
39,9,True,3.0868855932366968
40,9,True,3.1473584418014062
