bin,freq_hz,abs_h,training_noise,mean_abs_llr
400,2343.75,3.3987551269235747,5.750273991477627,6.173138467559333
401,2349.609375,2.225911440617361,6.451455069102051,5.567673163246379
402,2355.46875,1.3993040046332001,5.333170985105234,6.036017801718905
403,2361.328125,0.7771973204096574,2.9819707776367217,2.5290222748819904
404,2367.1875,1.3769188370830512,5.14243465380687,3.482437619334307
405,2373.046875,1.7838458262722074,4.344490612287529,5.261644966135095
406,2378.90625,1.7777854106177966,5.360451387965014,4.625086027486399
407,2384.765625,1.9660890729728606,4.81847149210115,4.754126641498771
408,2390.625,1.751521423695736,4.358755631004108,3.080017548622723
409,2396.484375,1.8744509265181597,10.234702234234652,6.684040346523765
410,2402.34375,1.8851889329646232,8.24679597578049,5.38671072070421
411,2408.203125,2.4125641928845063,12.0,8.319835940912583
412,2414.0625,2.7059682996362238,12.0,10.859900344611702
413,2419.921875,2.2058607137322355,7.708502774299235,6.132738937289035
414,2425.78125,1.7713006691968554,8.471202152596081,7.530925411676991
415,2431.640625,0.6285336485632093,1.8621027521477571,2.4850967483022104
416,2437.5,0.6678634648416589,1.9539654642516933,1.4871166626890266
417,2443.359375,1.0988427432579282,3.793419594014785,2.2576006871600787
418,2449.21875,1.7889719028613025,8.135712585319762,6.567852961132034
419,2455.078125,1.1716323402737225,4.378747803147032,4.025888816725095
420,2460.9375,1.0549376527774048,3.8959560179559416,2.726024405171509
421,2466.796875,1.3279403824876255,4.3934343072974045,3.2571301107274633
422,2472.65625,1.558538604598014,6.715249704109912,5.137488805818322
423,2478.515625,1.0912418487157685,4.7522521181243835,4.225937896489206
424,2484.375,0.8734941939796553,3.548005520995609,3.4304713405513967
425,2490.234375,0.11875320007943585,0.75,1.564161119044828
426,2496.09375,0.530595336585627,3.2725758132797624,2.4148894323896597
427,2501.953125,0.7667337440751234,4.915468051624592,3.008886528195703
428,2507.8125,0.7260432323301039,3.428812532910463,2.815413767524839
429,2513.671875,0.2552035477542972,1.5979069756086126,1.440963695032694
430,2519.53125,0.26185873680319516,1.493307402740368,1.4912890452528096
