bin,freq_hz,abs_y,abs_y_theory,real_h,imag_h,abs_h,phase_h
1,46.875,1.7434761338264722,7.599768066406252,-0.014741624185997176,-0.006570817182429964,0.016139737361124985,-2.722293461756495
2,93.75,1.395690855814085,7.599768066406252,-0.015432388341196155,-0.006255120077805567,0.016651880887793225,-2.7565049132959096
3,140.625,1.3484886920145474,7.599768066406252,-0.017788763812686327,-0.02385624836533974,0.029758371999360343,-2.2115171062188885
4,187.5,1.2882830431002141,7.599768066406252,-0.029001751316036706,-0.009333221642305333,0.03046654896146975,-2.8302434496897284
5,234.375,2.250502342257825,7.599768066406252,-0.01906391371123523,-0.2444702298203551,0.24521241011499942,-1.6486193476366917
6,281.25,1.7640375090415976,7.599768066406252,-0.10845951494474305,0.14807091780422604,0.18354417201707823,2.2029923480851448
7,328.125,0.9681585247867156,7.599768066406252,-0.0045756095732138215,0.038225960180814166,0.03849883419938422,1.6899285245538833
8,375.0,1.1526330611243483,7.599768066406252,0.03131052547225477,0.10398786120622372,0.10859937515286892,1.2783325994726915
9,421.875,1.6999843979678941,7.599768066406252,0.05863318372467739,-0.16497671780301176,0.17508617207177257,-1.2293164742647806
10,468.75,2.231931776443382,7.599768066406252,-0.09804358638210094,-0.22875270140107942,0.24887816945034752,-1.9757129102096982
11,515.625,1.207627721515641,7.599768066406252,-0.13992308950039148,0.014758009231443641,0.14069921752380124,3.036508875175533
12,562.5,5.172717936868368,7.599768066406252,-0.030104080549885687,0.5915353700727374,0.592300894573733,1.6216438891781282
13,609.375,2.352048516808935,7.599768066406252,-0.10448045507426934,-0.17644190556912784,0.2050558741743124,-2.1054253710080877
14,656.25,3.393929120777459,7.599768066406252,0.21799985713051587,0.31170479418219565,0.38037325934546223,0.9604871119846756
15,703.125,6.591187042251227,7.599768066406252,-0.7638277904927695,-0.19214589449428487,0.787624871560107,-2.895149526421731
16,750.0,4.293749688104503,7.599768066406252,0.5039963367510181,0.16936237648374752,0.5316915666311327,0.32418358812205295
17,796.875,3.585945663364333,7.599768066406252,-0.2811780180837463,-0.27085541089664567,0.3904148197308785,-2.3748915540974056
18,843.75,4.666546449448053,7.599768066406252,0.1458394107647892,-0.5694435865025261,0.5878223642743451,-1.320076689614744
19,890.625,4.838298841044498,7.599768066406252,-0.050059109357835814,-0.6160901252354967,0.6181205034961951,-1.651871120354415
20,937.5,2.740892457601716,7.599768066406252,-0.1868678022347144,-0.2959136337031454,0.34997779090026787,-2.1340521463646747
21,984.375,3.4141269678126016,7.599768066406252,-0.37073200416638163,-0.23818692674628777,0.44065318674220827,-2.570523933192744
22,1031.25,1.5964432069179795,7.599768066406252,-0.11665416287997309,-0.04770508389785806,0.12603161804455645,-2.753399320296733
23,1078.125,4.973662044246804,7.599768066406252,-0.6412410458525445,0.06079136119192093,0.6441161917555184,3.047072479454906
24,1125.0,5.953084895037698,7.599768066406252,-0.23285894213082936,0.6929911011758916,0.7310676803410637,1.8949630229153784
25,1171.875,4.382133489799871,7.599768066406252,-0.48242290853148034,0.24968712886022457,0.543208546503491,2.6639888578388553
26,1218.75,5.3922674691628245,7.599768066406252,0.07532647324578005,0.6893241330381499,0.6934276010950561,1.4619523592459496
27,1265.625,6.5281546585200685,7.599768066406252,-0.09257532583508438,0.8291281262809971,0.8342803130505412,1.6819896103656098
28,1312.5,8.270613956138764,7.599768066406252,0.9090364683463004,0.5588257411729696,1.0670677156493082,0.5511910167958612
29,1359.375,6.691357259732727,7.599768066406252,0.8349566302585985,0.24133512514071825,0.8691347519455657,0.2813708504514153
30,1406.25,6.541290142260096,7.599768066406252,0.7929573030071536,-0.30323276608278327,0.8489590065595598,-0.36524898976682024
31,1453.125,5.263159543582985,7.599768066406252,0.4993744797310018,-0.46518958976960617,0.6824780036284124,-0.7499722241586697
32,1500.0,4.760592655990818,7.599768066406252,0.44310813256909787,-0.4270446350126561,0.6153957567630491,-0.7669397113208352
33,1546.875,2.525122335170901,7.599768066406252,-0.026869756274860417,0.23518571772945102,0.2367156640913047,1.684552190270142
34,1593.75,3.9068622803473296,7.599768066406252,0.1262711636452691,-0.4852343092384771,0.5013947961741051,-1.316215470076048
35,1640.625,3.6961348948102732,7.599768066406252,-0.22707192904738277,-0.4248189781087082,0.48169785667223675,-2.061672841876565
36,1687.5,3.797066873674401,7.599768066406252,-0.31440874624669835,-0.3704729877593833,0.4859044086811571,-2.274516865157559
37,1734.375,4.274559163297116,7.599768066406252,-0.5041541854069121,0.2133031505518186,0.547420931914956,2.7413399692010807
38,1781.25,2.856724150567406,7.599768066406252,-0.12031024960337522,0.34568482261087063,0.36602261233854877,1.9057190854252264
