bin,freq_hz,abs_y,abs_x,real_h,imag_h,abs_h,phase_h
8,375.0,7.752767164808647,4.810157234305641,0.09611041098992339,-0.0949990409097888,0.1351370743890503,-0.7795828699041729
9,421.875,5.928903319726001,4.810157234305641,-0.08622861314774277,-0.01849730472621118,0.08819027161494283,-2.9302804018895108
10,468.75,6.505583880204651,4.810157234305641,-0.009841767590712105,-0.06679325634653903,0.06751443906812873,-1.7170903800823625
11,515.625,4.606192885420684,4.810157234305641,-0.03367461490121416,-0.056433518380470116,0.06571698171358703,-2.108795421138928
12,562.5,7.991851189976542,4.810157234305641,0.02585388126225832,-0.1137893965853568,0.11668954516829073,-1.3473811071551036
13,609.375,4.986602395941475,4.810157234305641,-0.010638658119397272,-0.008276270336898428,0.013478786936176502,-2.480446504459986
14,656.25,11.349727706310745,4.810157234305641,0.21847085853892606,0.22799842849182722,0.315773335520082,0.806734735428721
15,703.125,8.085891857334952,4.810157234305641,-0.019698442590213232,-0.10314312235252006,0.10500729655174848,-1.7595055393428947
16,750.0,13.894688553272642,4.810157234305641,0.17500658511865536,0.1493349341613435,0.2300613557203077,0.7064127687703873
17,796.875,8.98180119905745,4.810157234305641,-0.2335099555960824,-0.00538305634941022,0.23357199459298475,-3.1185439443178065
18,843.75,7.20544048172547,4.810157234305641,0.13682308362498735,-0.07757907628391969,0.15728658331121734,-0.5158034294187626
19,890.625,6.3873071556499905,4.810157234305641,0.02652821106905485,0.08702217506704768,0.09097584809126112,1.2749011984836747
20,937.5,9.16775522604072,4.810157234305641,0.0034571573834357647,0.15379830173655742,0.15383715271098528,1.5483215969753512
21,984.375,17.87682522882159,4.810157234305641,-0.15896730069263737,0.05633562897269917,0.16865439745601954,2.8010167172201577
22,1031.25,15.273993726156096,4.810157234305641,-0.2636801438628741,-0.0864992890822784,0.27750557702375195,-2.8246079745748207
23,1078.125,12.707017037705397,4.810157234305641,-0.026396651503102747,0.04431339221717434,0.05157964657080721,2.108034134950117
24,1125.0,15.410903140760848,4.810157234305641,0.342288532824877,0.3223730432744814,0.47019763794967917,0.7554437724474562
25,1171.875,20.914337638839598,4.810157234305641,0.23470247875620803,-0.1388652753850749,0.2727064690139949,-0.5342683868677677
26,1218.75,15.733627598376575,4.810157234305641,0.318896895787202,0.01959801870934144,0.319498532829253,0.061378464769912794
27,1265.625,16.427741164154977,4.810157234305641,-0.04612562736756169,0.18841755779757874,0.19398131246709072,1.8108799695042297
28,1312.5,18.580543162200236,4.810157234305641,-0.0005430045879494388,-0.18400424547857452,0.1840050466919917,-1.573747362029245
29,1359.375,13.508455056888279,4.810157234305641,-0.08717284659310044,0.10537453721553874,0.13675854004972846,2.2619436013133463
30,1406.25,10.944552172957573,4.810157234305641,0.07471480460745394,0.09977518448223617,0.12464906524316291,0.9280434547565315
31,1453.125,8.632203204369397,4.810157234305641,-0.013393067523115858,-0.09638972575598478,0.09731574121894514,-1.708859405106298
32,1500.0,12.065133702170469,4.810157234305641,0.43880551897367687,-0.07205296818467712,0.4446818117553044,-0.16275016700497477
33,1546.875,14.295542923997315,4.810157234305641,0.2234979544623576,-0.3687638105060096,0.4312053844605494,-1.0259230186160648
34,1593.75,18.44736818063098,4.810157234305641,0.3308880969483835,0.0867841756720793,0.3420795607007311,0.25649923721996026
35,1640.625,15.016835694747368,4.810157234305641,0.3293211976846411,0.05651339552575155,0.3341350252791474,0.16995034323228625
36,1687.5,9.656294789871653,4.810157234305641,0.14003836902602074,-0.01594502260220393,0.14094321035528018,-0.11337355126597255
37,1734.375,5.244714705290246,4.810157234305641,0.047587006275590295,0.12967810816180117,0.13813375728871227,1.219090760128344
38,1781.25,6.788631540753305,4.810157234305641,0.031104073984857393,-0.02402897792428485,0.03930464601724904,-0.6577680473973597
39,1828.125,9.25770613145267,4.810157234305641,-0.09633542877946125,-0.1460320537193194,0.17494535018572183,-2.1539511861581375
40,1875.0,9.583167891699429,4.810157234305641,-0.24231191072517275,-0.09087736289286807,0.2587928846889847,-2.7827843685855123
41,1921.875,7.164029707321753,4.810157234305641,-0.016800898975935633,0.16181451962607699,0.16268438452481435,1.6742537528188137
42,1968.75,4.533541449267705,4.810157234305641,-0.03502732044274494,0.015489207366920704,0.038299200021073655,2.725241095911814
43,2015.625,4.9840346791149255,4.810157234305641,0.01551238895385175,0.09732109575906756,0.09854963161169696,1.4127320920789679
44,2062.5,3.1201038119432436,4.810157234305641,0.03734932182592628,0.015211335429645922,0.04032811136676021,0.3867596362990488
45,2109.375,4.095885086613463,4.810157234305641,-0.03588180426657936,-0.03988603570131551,0.0536507196726356,-2.3033949151694566
46,2156.25,3.567059794296995,4.810157234305641,0.08509106012394657,-0.005645304741244056,0.08527812133624077,-0.06624719232952421
47,2203.125,4.326702469970999,4.810157234305641,0.09675139347752908,-0.040934658691818115,0.1050546449332884,-0.4002527271410319
48,2250.0,3.8096065347480588,4.810157234305641,-0.06394698000822166,-0.07556656985458152,0.09899253876812761,-2.2730998074411395
