bin,freq_hz,abs_h,training_noise,mean_abs_llr
400,2343.75,6.053193753356974,10.741731450648293,8.761247744687976
401,2349.609375,5.967734447706535,8.347197778655975,7.26530491292884
402,2355.46875,2.38509665392324,3.1489171740799966,2.407988102693368
403,2361.328125,4.518577878301569,5.641081823730794,4.994784274994012
404,2367.1875,2.7072868813575077,4.9054679827904835,4.315614837452779
405,2373.046875,1.143139522619907,1.9732938685025023,2.8136652861870104
406,2378.90625,2.5838079802193423,2.9621405408810517,1.5789280321637318
407,2384.765625,3.054694330053513,4.967015839130165,2.700016666342864
408,2390.625,2.9391755387948195,3.8861815331923166,2.8268706547521782
409,2396.484375,1.9898004399162605,2.595081914231466,1.8047169137370487
410,2402.34375,2.823434077297436,3.819062695281836,3.3253193606093507
411,2408.203125,4.344177615944928,5.069977439099423,6.124725438652169
412,2414.0625,5.80071868328621,6.744686663505151,6.630375552473617
413,2419.921875,4.898499256149132,4.863000349080257,4.300465975489725
414,2425.78125,6.78792109214408,7.149185551541321,6.098009915801214
415,2431.640625,2.621786184429273,3.080397717568073,2.8631413952762097
416,2437.5,4.015250286673415,4.628767343736761,3.583824647634583
417,2443.359375,1.6684560832823407,2.673020078800892,2.549147114007034
418,2449.21875,0.9997393711521407,1.60393443617706,2.876714061807092
419,2455.078125,1.1387034109288179,1.6852070145578333,2.079640108190781
420,2460.9375,3.0264415823165693,2.94549557019807,2.5674747844695425
421,2466.796875,4.349150489463429,3.054341140659208,5.811736302263595
422,2472.65625,1.7177519679565332,1.5155586050559688,4.930990041603016
423,2478.515625,1.8822985128276977,1.94567013845446,1.5781421446049881
424,2484.375,2.957422453001667,3.6709556690616587,2.769314719190337
425,2490.234375,1.795642946365991,2.622326820549211,2.4612108733349256
426,2496.09375,0.7872783719066762,1.3577680123522817,2.4073275195848014
427,2501.953125,0.7648913608855835,0.9331662955100738,3.300697963002087
428,2507.8125,1.3009998603645132,1.1253135405081163,1.8355880042183195
429,2513.671875,2.9386565688314574,3.796134392239469,3.571875964987543
430,2519.53125,0.7168962758900543,1.1706558399984803,2.555560137292432
431,2525.390625,4.929734874777173,6.783963475815634,5.953545132805986
432,2531.25,3.568313223460016,6.519636651337558,5.353618230188741
433,2537.109375,1.7922850468424414,4.101285854123389,2.7208124975658636
434,2542.96875,1.363777646910799,3.0647518665527214,3.2150294617873407
435,2548.828125,1.8735281179500436,3.4865175419863554,3.81731072644422
436,2554.6875,1.233421562697214,1.8224027303195198,1.9644657413377151
437,2560.546875,2.744972128723296,5.389648387560251,4.90623603398134
438,2566.40625,3.515537556776201,5.895961400140445,4.543144661654386
439,2572.265625,1.9487396796224243,5.352653476505044,3.9472782331736322
440,2578.125,1.1727905527623512,2.1515894494048404,2.76340531591921
441,2583.984375,0.34974765180276424,0.75,3.347838919757855
442,2589.84375,0.6515624572587531,1.5177955922083517,1.6320125479940486
443,2595.703125,0.9743568158348567,2.2528227188098344,2.4014104548861694
444,2601.5625,1.982087051454546,4.45582790045258,3.884212087158444
445,2607.421875,0.6248537854786892,0.9950177494204995,1.7204162280934487
446,2613.28125,0.3970057152888479,0.7978557264818127,1.9397835471222238
447,2619.140625,2.055551711973503,3.5151976966296257,2.984057868278685
448,2625.0,4.214948077370029,3.7869539500787837,3.3779262737631415
449,2630.859375,5.9114603050963535,6.888902830386175,5.87999272987344
450,2636.71875,6.127587241966192,6.367773729487141,5.80069689489184
451,2642.578125,7.230957256167098,11.978217220331995,11.66749107462104
452,2648.4375,7.297363442066017,12.0,12.037328654961787
453,2654.296875,5.2194331856021305,7.55512035276322,7.810935644370222
454,2660.15625,3.0833595743250446,5.232084735307864,5.113641444429111
455,2666.015625,4.406335186820213,9.989690969791667,8.275032139556451
456,2671.875,3.570235792699582,7.721593427315014,6.659904701392533
457,2677.734375,0.9269073700987259,2.146013135095215,2.2086874376613737
458,2683.59375,0.4324027931679165,0.9133668626234219,3.141286719398566
459,2689.453125,1.5043104450482967,2.7036666684377213,2.206445500676819
460,2695.3125,2.6388106587429907,5.97449105855455,4.831035536396811
461,2701.171875,2.798339071417385,5.363568085970798,5.5438482223751375
462,2707.03125,2.769698719178857,4.442464409552947,4.210056646701508
463,2712.890625,1.3659915038077504,3.5598411242867547,3.5799979546536917
464,2718.75,3.219663540292486,7.474204477049952,5.958104559581214
465,2724.609375,2.714133132466434,8.019052143616804,6.06003928104762
466,2730.46875,1.998230204139994,5.0372791461421915,4.671527877323364
467,2736.328125,3.712113967999152,5.371031717357898,4.242698991677456
468,2742.1875,3.7009374557248123,6.713117554662282,4.168388056854513
469,2748.046875,3.874556406828654,5.161469613670365,4.051504067836801
470,2753.90625,1.8941576134246214,2.6066412315974796,2.0782114681223445
471,2759.765625,2.171748936885762,3.9290970497753896,3.440079354172715
472,2765.625,2.592882902470683,3.4146469075814965,3.19319957639654
473,2771.484375,1.7223657172391558,2.4938417763168137,2.34898200098996
474,2777.34375,1.6060995214706624,3.924189929573977,3.024138616754841
475,2783.203125,1.25838349532007,1.6738292668081214,2.100100236531029
476,2789.0625,1.8917093541286543,3.5482611614771145,3.9805460685190295
477,2794.921875,1.201738703727234,2.0691800283325525,2.7913112003425016
478,2800.78125,2.284333985507925,2.9583099976837413,3.0163825962277877
479,2806.640625,1.8927641941019977,2.6689406694740407,1.9760331598672862
480,2812.5,3.496891546920463,7.66653085199889,5.753394979992411
481,2818.359375,2.878346566036901,5.587410282911145,3.2953420652961434
482,2824.21875,3.470145749457743,6.607482614728321,4.200122608621572
483,2830.078125,1.2825737069749226,2.209251929993183,2.019919076484386
484,2835.9375,3.620768491027816,5.088531552860013,3.7083239648221995
485,2841.796875,4.698781839409566,6.293362426450642,4.715634777954805
486,2847.65625,2.0796255181950793,2.448985808785838,2.0226264201015303
487,2853.515625,2.8557250786894515,4.324124294729924,3.152360223864073
488,2859.375,2.2592497814174384,3.9989218962916926,3.7822565787615816
489,2865.234375,3.391362847217224,6.947431559962531,5.007821067198154
490,2871.09375,1.8750082939147794,2.879351195131928,2.1920725951708175
491,2876.953125,1.048110258632877,1.6566443760594685,2.7333921668543324
492,2882.8125,2.175370909673913,3.8655429377799835,3.723219183408116
493,2888.671875,1.4393845435654204,1.356080714537545,1.9363764803802637
494,2894.53125,2.680525747964126,3.1352731180871687,2.7435608809694765
495,2900.390625,2.040406635361638,3.5975269495285076,2.707533683643671
496,2906.25,0.73178537225,0.9303936070196934,1.5408924350498399
497,2912.109375,0.7642683456261098,1.5941800664209431,1.6752832289419557
498,2917.96875,1.144047882996534,2.678709698579319,2.3392917160449973
499,2923.828125,1.7213966727319698,3.826034081360567,3.678170516799928
500,2929.6875,0.8463343357121386,1.518710312874906,2.3594393225434738
501,2935.546875,0.5697396046842301,1.1312344461882815,2.3632580836257713
502,2941.40625,1.0502186360157402,1.8518531464807264,1.661008116272206
503,2947.265625,1.7088300357439163,2.3860004244187483,1.9600436004248174
504,2953.125,1.1325241418875085,2.176959953341959,2.2376259982152944
505,2958.984375,2.212638856380687,3.161501213003174,3.1742777463161995
506,2964.84375,2.797412750383539,3.7127408463863345,3.473832777702499
507,2970.703125,3.05740881432761,4.771437214184032,3.6012133963070196
508,2976.5625,4.221833898220205,5.788922444280488,5.331091488379367
509,2982.421875,2.8315516601264603,3.9362311157953718,3.999135429515587
510,2988.28125,2.473428510217085,2.881406196003864,2.565021765104901
511,2994.140625,3.093308101321844,3.7472031097997847,3.2086845989446533
512,3000.0,3.4952742784980986,5.085008220694615,4.926853399450195
513,3005.859375,2.259598941821389,3.6535574162822044,3.810799015585485
514,3011.71875,1.8647236059904269,3.730490086100013,3.4430134616700756
515,3017.578125,1.656514181865571,3.501808052384689,3.2688869912577996
516,3023.4375,2.707946575626164,4.464102381762097,2.852716037098276
517,3029.296875,1.8942838980990035,3.986915794283974,3.0209148714675456
518,3035.15625,0.7400446640144376,1.2768557645277676,2.014084599118238
519,3041.015625,1.0795199789674157,1.8554635112279023,1.5014773169177282
520,3046.875,2.6781601195610985,3.7185630805497842,3.8949480662300204
521,3052.734375,4.352502778627639,8.596250757246095,7.725927998965963
522,3058.59375,2.964666816974114,6.019264710540888,4.065169154917862
523,3064.453125,3.728533568540784,7.5496348221694225,7.2830104264151565
524,3070.3125,5.268717425760324,9.1200002969575,7.248761473260364
525,3076.171875,4.8121637007674565,7.595660946095528,7.145059223565657
526,3082.03125,3.620390381351191,5.776069688907733,7.615690365315486
527,3087.890625,2.7330670913698607,3.745259243541024,3.609883735160574
528,3093.75,2.62940641892006,3.328161264422378,2.8208197514784894
529,3099.609375,2.543886426369096,4.174254996482851,2.237527517193851
530,3105.46875,5.065798776855316,6.1244858634676085,4.120814625801079
531,3111.328125,1.8195529724758956,1.9626820906781153,1.6404589404728929
532,3117.1875,0.7526195244034317,0.9138635449855858,1.6461268516477277
533,3123.046875,0.8790820281824826,0.9433742533566647,1.9641986388804742
534,3128.90625,1.3227494435834735,1.6405008048424092,2.515146196095946
535,3134.765625,1.4138235620066306,1.9900883066664306,2.737019586365956
536,3140.625,2.5081941531709657,3.2530939616587453,3.860182117603835
537,3146.484375,3.7358332890229407,6.352048301366812,5.983703445553816
538,3152.34375,5.349090558947695,8.446668539194295,8.767529879601812
539,3158.203125,4.98597607419562,9.810656669118677,9.769438808002853
540,3164.0625,5.220978359046035,9.077776956276383,6.880453749041563
541,3169.921875,2.8679911328358147,6.321384303760533,3.9932268987621313
542,3175.78125,3.3601208522304,5.600212817139888,5.242356882170381
543,3181.640625,3.8805081820387812,7.764868754305258,6.962957042949791
544,3187.5,4.265413590912129,11.559967856851934,9.275985245468027
545,3193.359375,2.9282924980381564,4.864939809492201,3.5343338973377003
546,3199.21875,2.2963602313217617,6.6418803416892285,4.812065751664225
547,3205.078125,0.23293154044152012,0.75,2.349658519627807
548,3210.9375,1.6165124781761344,3.7147022709858413,3.497747813541841
549,3216.796875,1.473395373108919,3.548455858827058,2.917831515582842
550,3222.65625,1.6920988078237402,5.384501453527333,4.097400404806475
551,3228.515625,2.1857495225581474,8.556682518556071,6.5100999606007095
552,3234.375,2.0663313608252483,6.140807608733886,5.574042173384673
553,3240.234375,1.45551512623225,2.357240941167865,1.9474242525148813
554,3246.09375,1.0710439845759439,3.5908262611016752,3.01637308133624
555,3251.953125,0.32853669164453503,0.75,1.7755000196456536
556,3257.8125,1.7403376020739894,2.9832961157178324,1.9926351781039229
557,3263.671875,1.8850046657055772,4.692321632908377,4.051943505772625
558,3269.53125,0.34513667555586935,0.7809836348473546,3.3544464835668957
559,3275.390625,0.8389394481347472,2.588267674240374,3.376520773318147
560,3281.25,1.2013188525013079,3.7039471583283783,2.643392185322935
561,3287.109375,1.8387220177569528,3.788491938534548,2.666007846353794
562,3292.96875,0.4896937292917009,1.1837818183999023,3.2828628213230298
563,3298.828125,1.4246834837357132,4.483187210898736,3.0730881151453695
564,3304.6875,1.8736465519150303,5.557457178871028,3.0285327308781493
565,3310.546875,0.7107940382182937,1.7397631750325755,2.810606437413196
566,3316.40625,1.8867689859135752,5.241923820981584,3.559483588017314
567,3322.265625,2.036677867187019,4.621502947722821,3.2510872454507
568,3328.125,0.607476784796307,1.552560557427348,2.967247955776688
569,3333.984375,1.7383171400758057,3.7394413802384583,3.150293719143337
570,3339.84375,1.0155151651801797,1.404944143323367,2.0165551328908777
571,3345.703125,2.281886002274997,2.8446350089805685,1.9155336927263935
572,3351.5625,0.9597427009960546,1.4025347843096496,2.203441227691491
573,3357.421875,3.71714334773443,5.687295407489785,4.497999572624379
574,3363.28125,2.260139463440807,5.853798965681823,4.634944675699672
575,3369.140625,1.3767703088747223,4.350023856669737,4.364106008730807
576,3375.0,1.0091632088943832,3.2021726494548743,2.4512383670376656
577,3380.859375,2.2308864689089782,8.203753582948305,6.677268553887666
578,3386.71875,1.948943089297817,4.499964768646833,3.9725194662730194
