input,probe_sync_score,file_sync_score,payload_start,payload_delta,pilot_score,pilot_residual,mean_abs_h,header_ok,file_match,byte_errors,bit_errors,bit_error_rate,first16_hex,error
data/step2_file/receive_exp2_combo_bpsk_pilot4_8_150_1.wav,0.23041215829939404,0.08923386023918677,463297,-16,86.9187955074819,86.9187955074819,1.5210386518955235,False,False,3418,6643,0.1880378170289855,751870b62e707bf0a1a42411724c5668,UnicodeDecodeError: 'utf-8' codec can't decode byte 0xb6 in position 3: invalid start byte
data/step2_file/receive_exp2_combo_bpsk_pilot4_8_150_2.wav,0.06165692952668349,0.017645092907925146,507737,40,411.75405026225826,411.75405026225826,0.29689938732521426,False,False,4390,17560,0.49705615942028986,1c62ecdee6e97cdac8234d6a25765f69,UnicodeDecodeError: 'utf-8' codec can't decode byte 0xec in position 2: invalid continuation byte
