symbol,iters,converged,median_abs_llr
0,0,True,12.000003174845277
1,0,True,11.999999323915965
2,0,True,11.999993134165706
3,0,True,11.999985027141701
4,0,True,11.999992889687409
5,0,True,11.999981151174254
6,0,True,11.999994934068937
7,0,True,11.999982013861583
8,0,True,11.999991155119456
9,0,True,12.000019297656252
10,0,True,11.999984859207808
11,0,True,11.99998227476436
12,0,True,12.000000096684762
13,0,True,12.000005034568964
14,0,True,11.999998060961031
15,0,True,12.000000899998174
16,0,True,11.999985434046028
17,0,True,12.000006706516018
18,0,True,12.000008372104027
19,0,True,11.999994515837525
20,0,True,11.999998877390706
21,0,True,12.000000861865157
22,0,True,12.000012065025725
23,0,True,11.99999896646061
24,0,True,11.999996468321395
25,0,True,12.000005739644266
26,0,True,11.99999692450001
27,0,True,12.000008882161094
28,0,True,12.000005420476754
29,0,True,11.999989344669222
30,0,True,12.000003027570514
31,0,True,11.999998436562247
32,0,True,12.00000063634981
33,0,True,12.000002204019548
34,0,True,12.000003296786549
35,0,True,12.000013369953525
36,0,True,11.999988054327872
37,0,True,12.00000769227968
38,0,True,11.999988724304945
39,0,True,11.99999464489451
40,0,True,12.000014049478647
41,0,True,11.999989792540367
42,0,True,11.999998462218652
43,0,True,11.999986381325433
44,0,True,11.999996098368793
45,0,True,12.000019233021872
46,0,True,11.999985500112931
47,0,True,12.00001954128726
48,0,True,12.000001412892557
49,0,True,11.999994933798838
50,0,True,11.999993224237432
51,0,True,11.99998059651766
52,0,True,12.000004812158107
53,0,True,12.000010359633677
54,0,True,11.999993265904557
55,0,True,11.999986913131641
56,0,True,12.000009578908196
57,0,True,11.99999430186908
58,0,True,12.00001047902865
59,0,True,11.99998219036911
60,0,True,12.00000272142697
61,0,True,11.999995540518892
62,0,True,11.999983848393537
63,0,True,12.00000936052854
64,0,True,11.999989728335823
65,0,True,11.999986845085115
66,0,True,11.999997622101493
67,0,True,12.00000319302225
68,0,True,11.99999499814226
69,0,True,11.999998611584672
70,0,True,11.999994268108185
71,0,True,11.999989339934558
72,0,True,11.99999003229729
73,0,True,12.000000519339567
74,0,True,11.999996363002882
75,0,True,12.000000798362343
76,0,True,12.000005285272165
77,0,True,11.99998990283716
78,0,True,12.000000603175165
79,0,True,11.999997170062363
80,0,True,11.999998140962749
81,0,True,11.999998819104313
82,0,True,11.999992535962885
83,0,True,12.00001118096387
84,0,True,12.0000153258824
85,0,True,11.999989306404167
86,0,True,12.000002326574723
87,0,True,11.999995517720858
88,0,True,11.999990664442347
89,0,True,11.999996457595266
90,0,True,12.000014504628407
91,0,True,11.999999865320035
92,0,True,12.00000532559086
93,0,True,11.99999357715366
94,0,True,11.99999048740609
95,0,True,11.999987261206282
96,0,True,12.000014906761868
97,0,True,12.000016087717466
98,0,True,11.999999299083438
99,0,True,12.000015979868312
100,0,True,11.99999719615931
101,0,True,11.999988231648919
102,0,True,11.999992469853911
103,0,True,12.000024532555797
104,0,True,11.999983161643996
105,0,True,12.000017286039457
106,0,True,11.99998443718339
107,0,True,12.000010793074436
108,0,True,12.000004490097991
109,0,True,12.00001647763428
110,0,True,11.99998900860642
111,0,True,12.000010454457637
112,0,True,12.000011276515712
113,0,True,11.9999870691378
114,0,True,12.000018220578928
115,0,True,12.000018471858928
116,0,True,11.999991698990915
117,0,True,11.99999724610078
118,0,True,11.999995327077125
119,0,True,11.999996300936257
120,0,True,11.99999422704073
121,0,True,11.999995752337293
122,0,True,12.000004539070309
123,0,True,12.000013289331187
124,0,True,11.999995358122142
125,0,True,11.999990149201587
126,0,True,12.000007776751183
127,0,True,11.999992912846636
128,0,True,11.999993601539956
129,0,True,11.999990854388557
130,0,True,11.999992433580767
131,0,True,12.000003209184998
132,0,True,11.999999606288352
133,0,True,11.999986649055957
134,0,True,12.00001266640675
135,0,True,12.000003902579213
136,0,True,12.000001364042664
137,0,True,12.00000518252859
138,0,True,11.999993918541676
139,0,True,12.000009818490897
140,0,True,11.999995857039584
141,0,True,11.999986153260702
142,0,True,11.999989137776868
143,0,True,11.999994668868998
144,0,True,12.000011352350754
145,0,True,12.000004499636894
146,0,True,12.000011108658526
147,0,True,11.999984565423134
148,0,True,11.999994230079409
149,0,True,11.999994110919317
150,0,True,12.000011744310491
151,0,True,12.000025698453436
152,0,True,12.000003631559775
153,0,True,11.999998974114419
154,0,True,12.000004398056019
155,0,True,12.000001044362168
156,0,True,12.000007052226493
157,0,True,11.999992248371083
158,0,True,12.000007151501874
159,0,True,12.00000977326771
160,0,True,12.000017398066733
161,0,True,12.000018528627285
162,0,True,12.000009448558579
163,0,True,12.000008903905309
164,0,True,11.999988968239288
165,0,True,11.999999013569312
166,0,True,11.99999411654803
167,0,True,11.999990474039567
168,0,True,11.999995730300316
169,0,True,12.000002341701862
170,0,True,11.999997826476754
171,0,True,11.99998678455933
172,0,True,11.999996675717604
173,0,True,12.000004807086395
174,0,True,12.000012967424793
175,0,True,12.000007486063398
176,0,True,12.00001970861204
177,0,True,11.99998208712464
178,0,True,12.000005322045913
179,0,True,11.999984107841382
180,0,True,12.000009101501224
181,0,True,11.999984670183698
