bin,freq_hz,real_h_mean,imag_h_mean,abs_h_mean,phase_h_mean,abs_h_std
55,2578.125,0.640428015145617,-0.6064181408247167,0.8819812946455614,-0.7581282045082672,0.3905278997175087
56,2625.0,0.1598469066656075,-0.5654362881495123,0.5875961449217155,-1.2952888376589435,0.1737359848018569
57,2671.875,0.40963280111890277,-0.2505293790482463,0.4801708045256588,-0.5489016519495976,0.29926655214980213
58,2718.75,0.2848856062410127,-0.31666067664179787,0.42595045812224525,-0.8381714374966908,0.2290351713197086
59,2765.625,0.11096541005969976,-0.3095107584491071,0.32880120411193575,-1.226552670156578,0.11193967927564273
60,2812.5,0.12770954911843252,-0.3093793204224196,0.334701796889517,-1.1793105693408603,0.09934818449881148
61,2859.375,0.187915066584173,-0.28512821689867796,0.34148231626418624,-0.9880821371207361,0.12150007732830123
62,2906.25,0.2893110787778576,-0.5914949445092974,0.6584581761081447,-1.115891807167759,0.29289898071461096
63,2953.125,0.1799365275573185,-0.39820177445674265,0.43696888576863707,-1.1463861190684204,0.14630845436967205
64,3000.0,0.4313984148887971,-0.3708527804115722,0.568890479009414,-0.7100712873234278,0.33036539874508564
65,3046.875,0.38162334175589285,-0.27419484653214354,0.4699140228145152,-0.6230318334673107,0.2630599811100649
66,3093.75,0.12405302554384189,-0.2567901229700994,0.28518471277678936,-1.1207671022380215,0.09022643222270044
67,3140.625,0.1221324215798201,-0.1250536690146796,0.17479916628801162,-0.7972156222205886,0.1623512027603156
68,3187.5,0.19893639409352296,-0.21631958246528243,0.29388747957830325,-0.8272351171305443,0.1754031506849392
69,3234.375,0.11351048052451869,-0.2154399661978963,0.24351387686178755,-1.085878599804412,0.10951854549063134
70,3281.25,0.08439813618610842,-0.07799601885728091,0.11491920792136631,-0.74599524463891,0.20979446184854939
71,3328.125,0.25792680827530173,-0.19935102066798238,0.32598630012387114,-0.6579952669850704,0.24176766034415198
72,3375.0,0.1940318692005937,-0.41773867354509453,0.46060174298486034,-1.1359650900642515,0.18228587192364154
73,3421.875,0.16504414727340727,-0.3172954373878389,0.35765341482550694,-1.091151712236468,0.095472549327645
74,3468.75,0.11757597521195728,-0.2964957787887972,0.3189574529410124,-1.1932659479559165,0.06340738557589407
