bin,freq_hz,abs_y,abs_y_theory,real_h,imag_h,abs_h,phase_h
8,375.0,20.048424794242163,3.401294798951057,0.47572448681924706,5.811711875812103,5.831149862146819,1.4891222472412484
9,421.875,27.326401538700768,3.401294798951057,7.956519117543321,-0.11617795911768092,7.957367264743855,-0.014600568641873039
10,468.75,26.33020351948832,3.401294798951057,6.011574426150502,-4.774350248011258,7.6768123183930905,-0.6711900366982322
11,515.625,15.870043097663205,3.401294798951057,3.3857977835103656,-3.159442074084678,4.630950318273799,-0.7508286841345929
12,562.5,20.009965700484482,3.401294798951057,3.734498409088404,-4.485756299418728,5.8368217332088035,-0.87653606026408
13,609.375,17.574472747484048,3.401294798951057,4.446937254415874,-2.538822056663969,5.120631638783956,-0.5187586837961183
14,656.25,24.47604376991655,3.401294798951057,6.134548732103003,-3.614609749291386,7.120259249930363,-0.532456644975485
15,703.125,11.273880752106521,3.401294798951057,3.005103764163355,-1.244564753042278,3.252628177013775,-0.39264511891752324
16,750.0,10.217938528973345,3.401294798951057,2.3966323684472126,1.6409375784732292,2.904569304722213,0.6003731351985139
17,796.875,17.31147779271325,3.401294798951057,2.829724439538402,-4.142552284220163,5.016779826862907,-0.9715116477834276
18,843.75,8.609908503943084,3.401294798951057,-1.1049354682933923,-2.2330521950178084,2.4914663342631362,-2.030282930806709
19,890.625,6.907083687968049,3.401294798951057,0.5347253220073493,-1.9303780647470594,2.0030703040214206,-1.300566585311985
20,937.5,8.119973337754507,3.401294798951057,-1.1123594952350127,-2.0715354442240907,2.3512980975019295,-2.0635833546955213
21,984.375,7.296282447320133,3.401294798951057,0.2633950159173131,-2.0606759729161745,2.0774413107869267,-1.4436659676069092
22,1031.25,5.842460792556001,3.401294798951057,1.3192270343181405,-0.7363624756519804,1.51082416701089,-0.5090996202081361
23,1078.125,7.346234985349529,3.401294798951057,1.7885208448826144,-0.6500551557118845,1.9029919910622912,-0.3486149169138499
24,1125.0,19.078413803548877,3.401294798951057,1.0952314114586044,-5.337588221085653,5.448796184710703,-1.3684132988233637
25,1171.875,10.149972939086183,3.401294798951057,2.061999484284104,-2.0046442470370884,2.8758373442124308,-0.7712952720464545
26,1218.75,4.67126058809875,3.401294798951057,0.37031807959320573,-1.1380199764488328,1.1967560097489387,-1.2561976150902951
27,1265.625,3.932734348766437,3.401294798951057,-0.9550463011799608,-0.4117008648538905,1.0400053074474984,-2.7345839200720268
28,1312.5,5.334612916541354,3.401294798951057,-0.7159223851107867,1.217288743570897,1.4122098805514465,2.1024411609971825
29,1359.375,3.029210080897304,3.401294798951057,-0.776984163296053,0.1238990403580523,0.7868007131507405,2.983462518818946
30,1406.25,7.716088981647554,3.401294798951057,-1.1275994436992225,1.7752084645463024,2.103056251750684,2.136691665475003
31,1453.125,4.647796519662248,3.401294798951057,1.2427222734089698,0.1903700836738892,1.2572189219005423,0.15200628448047387
32,1500.0,1.822018401932207,3.401294798951057,-0.18363194036681454,0.02494988213054217,0.18531914672048672,3.006550610164499
33,1546.875,8.858607303849269,3.401294798951057,2.179133390598179,-1.0212983472490893,2.4065894224220377,-0.43827243716327113
34,1593.75,14.4677560318291,3.401294798951057,3.7308048089797903,-1.4644183822274566,4.007920373574357,-0.3740421847717973
35,1640.625,11.657063785958094,3.401294798951057,2.0741503800200056,-2.4332922915507593,3.1973443941898845,-0.864907724421983
36,1687.5,3.8824858672537954,3.401294798951057,0.33106836115785293,-1.0521597778911165,1.1030169799108398,-1.2659485031911717
37,1734.375,4.496796443082157,3.401294798951057,0.7709168231729715,-0.9957695744959579,1.2593132230477722,-0.9119912683703413
38,1781.25,3.609647151344336,3.401294798951057,0.8150994511439386,-0.5786579912097463,0.9996160193024363,-0.6173548135878715
39,1828.125,5.402936670587766,3.401294798951057,0.8429484817990117,-1.2028481786401979,1.4688110442889855,-0.9595378451383004
40,1875.0,3.7242829031119786,3.401294798951057,-0.15504396060709658,-1.0257474207878383,1.037398863009613,-1.7208129116451607
41,1921.875,2.686082676787011,3.401294798951057,0.15105855218964678,0.39246593146564257,0.4205332252638627,1.2033780955716282
42,1968.75,7.14519935423258,3.401294798951057,1.5225784765063408,-1.1211728362246296,1.8908394288802923,-0.6347171632845564
43,2015.625,6.239084962544667,3.401294798951057,1.061565390276003,-1.3216428164210352,1.695187544795315,-0.8940971454794873
44,2062.5,6.629167968902709,3.401294798951057,1.2139463380677986,-1.3436241666867794,1.810798611942521,-0.8360583005054468
45,2109.375,6.195707086579491,3.401294798951057,0.5996583187479617,-1.6013197011762634,1.7099166308972111,-1.2124837514734184
46,2156.25,5.5135145209326035,3.401294798951057,0.8185002526619479,-1.24204983640255,1.4874913309714695,-0.9881261572968352
47,2203.125,3.910607155055659,3.401294798951057,0.33636073072625505,-1.0348776355419285,1.0881683057870932,-1.2565421420180376
48,2250.0,3.786272852808231,3.401294798951057,0.42735939199561024,-0.9449708924259769,1.0371142837022373,-1.1460761205442642
49,2296.875,5.281384439192576,3.401294798951057,-0.2773486648833766,-1.4160000479354424,1.4429062400813737,-1.7642153769414404
50,2343.75,2.0653182480951444,3.401294798951057,-0.3615919746469025,-0.4348721398573847,0.5655639081069327,-2.2644459365423812
51,2390.625,2.1866242267117886,3.401294798951057,-0.368750773213798,-0.48254920817869695,0.6073144746008128,-2.2233062241111297
52,2437.5,1.9242503597990324,3.401294798951057,0.334295126466766,-0.3871735498867923,0.5115237915399161,-0.8585600962390307
53,2484.375,2.5753053223906495,3.401294798951057,0.27918810902500374,-0.6620261823692617,0.7184877635446385,-1.1717091626359075
54,2531.25,2.8936090177888247,3.401294798951057,0.5785259729191332,-0.47639189975907864,0.7494274771437819,-0.6888818950756072
55,2578.125,3.9748311311565945,3.401294798951057,0.5738027552067093,-0.8596148021076022,1.0335314266558626,-0.9822090753370198
56,2625.0,2.297259393994424,3.401294798951057,0.07913831724525451,-0.6267902642647496,0.6317664985051717,-1.4452012577359816
57,2671.875,2.4258257376621857,3.401294798951057,0.5073534015061302,-0.4189162926121701,0.6579501001107652,-0.6902100717213182
58,2718.75,1.8424347863473207,3.401294798951057,0.33855338588393824,-0.37149457213778797,0.5026197491357826,-0.8317578257740741
59,2765.625,1.401614390886003,3.401294798951057,0.2204941148672721,-0.32590133229991236,0.393483586806311,-0.9759708693406629
60,2812.5,1.4372228051800613,3.401294798951057,0.18098820996213394,-0.36848653376153284,0.4105350870618573,-1.1142405253215522
61,2859.375,1.628382692330598,3.401294798951057,0.2675798217497678,-0.3408176177444758,0.4333077538801459,-0.9051999158474506
62,2906.25,3.156809912025896,3.401294798951057,0.21311054172701316,-0.8041762160803837,0.8319347868099668,-1.3117461293756052
63,2953.125,2.0869122422092192,3.401294798951057,0.22452197728587164,-0.505720567614297,0.5533203509654097,-1.1529728496788343
64,3000.0,3.168392904276402,3.401294798951057,0.5077813709310169,-0.640022171290709,0.8169885558612536,-0.9001044684534221
65,3046.875,2.5550283024971696,3.401294798951057,0.46455484993603113,-0.47809668808229727,0.6666240707882891,-0.7997628635638301
66,3093.75,1.1978629016044717,3.401294798951057,0.2055957471221875,-0.2334288026298333,0.31106047182489793,-0.8487109233070449
67,3140.625,1.2398542883872066,3.401294798951057,0.27121517295819075,-0.15634767435924118,0.31305313497916715,-0.5229390515665597
68,3187.5,1.6067512210303145,3.401294798951057,0.2925284193793124,-0.3295478930515065,0.4406525728499109,-0.8448376011063288
69,3234.375,1.2302000377487523,3.401294798951057,0.1891001007698841,-0.27799084130881274,0.33621088019688156,-0.9734565301879012
