symbol,iters,converged,median_abs_llr
0,4,True,3.033195834520142
1,4,True,3.092575122821544
2,4,True,3.0377271968660464
3,4,True,2.945954282906637
4,4,True,3.135722428368469
5,5,True,3.063617823021941
6,7,True,3.0771388919981097
7,5,True,3.1129158163938895
8,4,True,3.1183699645389207
9,6,True,3.029392976977496
10,6,True,3.0471944541121765
11,4,True,3.1082484659811027
12,5,True,3.174903575813026
13,5,True,3.0435177542000473
14,6,True,3.0356455562485873
15,5,True,3.0930249459497547
16,4,True,3.0765853281226727
17,5,True,3.0413421313131677
18,7,True,2.988650800738416
19,14,True,3.035358533876555
20,14,True,3.076040927287838
21,14,True,3.1444609774506915
22,5,True,3.0295981766256626
23,4,True,3.221048443005605
24,6,True,3.163525393202753
25,4,True,3.1586124888267153
26,7,True,3.084802809098613
27,8,True,3.045445950526905
28,6,True,3.0891997047847095
29,5,True,3.1835844223276535
30,6,True,3.106050679514647
31,4,True,3.0847670582610696
32,4,True,3.1589367183198394
33,5,True,3.0373351034503457
34,5,True,3.087781368981285
35,4,True,3.171576672489457
36,4,True,3.1522744398389677
37,5,True,3.154412165590756
38,4,True,3.1508184568238162
39,5,True,3.1897567411285825
40,6,True,3.132915756965862
41,6,True,3.2348728991939697
42,4,True,3.2075880121590017
43,3,True,3.1075779227645475
44,4,True,3.075118229028394
45,4,True,3.1658393015577713
46,4,True,3.0947217485050125
47,4,True,3.151312773553749
48,4,True,3.1036888096092268
49,6,True,3.033232042765084
50,3,True,3.2246582544131037
51,5,True,3.0505771463907685
52,5,True,3.080554506528122
53,5,True,3.0846784890339656
54,4,True,3.020589883914856
55,4,True,3.103347586009737
56,4,True,3.165713517243077
57,3,True,3.178690770320313
58,6,True,3.159716247773334
59,4,True,3.0995608185483707
60,4,True,3.0597367015383923
61,6,True,3.1392691137490347
62,3,True,2.99565675536239
63,3,True,3.0759587625482947
64,3,True,3.172352412304699
65,3,True,3.0842298971408644
66,5,True,3.118661443741279
67,3,True,3.1782374140576883
68,4,True,3.188739110533853
69,4,True,3.237052116558524
70,3,True,3.1194406158114045
71,4,True,3.169414897314362
72,5,True,3.1183843023592344
73,5,True,2.9739565739622087
74,4,True,3.060763692362155
75,5,True,3.1110470480650454
76,5,True,3.1141327075183853
77,5,True,2.992237064316956
78,5,True,3.091871924180224
79,6,True,3.075500387000559
80,6,True,3.1174865117787793
81,4,True,3.1186377930320743
82,6,True,3.093361285710233
83,4,True,3.1515762581464033
84,3,True,3.1388510735812165
85,4,True,3.1690469736650826
86,8,True,3.090163157583562
87,5,True,3.0741758490780606
88,9,True,3.0975729963388967
89,12,True,3.136489391629116
90,7,True,3.055779359603596
91,6,True,3.1313173267846324
92,5,True,3.079666943010973
93,7,True,3.1316367162548224
94,3,True,3.135800649946225
95,7,True,3.046217169529758
96,6,True,2.983614805999716
97,7,True,3.0471348310892505
98,4,True,3.067069782042287
99,8,True,3.0628727214371505
100,5,True,3.1413942472379484
101,7,True,3.0978365111834414
102,6,True,3.0153295887649447
103,5,True,2.8622362513536235
104,5,True,3.0119072444993087
105,5,True,3.0138969512840594
106,6,True,3.0625908942796496
107,4,True,3.0347387146122644
108,5,True,2.9450960886655553
109,4,True,3.008295213265761
110,3,True,3.106914469408392
111,3,True,3.092110341920904
112,3,True,3.0819618983778256
113,3,True,2.9065480561767654
114,4,True,3.007682992840742
115,5,True,2.9825510635914263
116,6,True,3.23422829971382
