bin,freq_hz,abs_h,training_noise,mean_abs_llr
400,2343.75,5.601662725326911,5.5132095441287206,5.686302833853119
401,2349.609375,6.248731417554088,5.157399294559486,6.880019785614989
402,2355.46875,6.169568262694381,4.164030893018641,7.529898226079138
403,2361.328125,4.621611623951413,3.9338382959258826,5.0248892163987415
404,2367.1875,4.717167016676138,4.656639741338811,4.567363620649967
405,2373.046875,4.884141308729228,6.2998377717829435,5.812871026165253
406,2378.90625,5.704000564677459,7.089426195636027,5.848351273800194
407,2384.765625,5.302795619284165,8.179195824265994,5.538513446825962
408,2390.625,3.426340942075206,3.935643056007083,3.7143789751927407
409,2396.484375,2.857893420558186,2.480644858928264,2.789993603299378
410,2402.34375,3.173121907063757,2.8236949008108336,3.7455334396896567
411,2408.203125,3.762137347506902,3.4385521365365004,4.0896183493727944
412,2414.0625,4.2227738679771045,3.2600936358268355,3.3387602048981817
413,2419.921875,3.46430917882535,3.453482223791563,3.2012474951711494
414,2425.78125,3.0191070458726723,3.864990135087795,2.5973287771753526
415,2431.640625,3.7144783269495845,3.719274730581504,3.7546598882495856
416,2437.5,3.146800159089013,6.191389805219133,6.486221956966686
417,2443.359375,2.976867039792147,5.034422639152439,4.055413360284303
418,2449.21875,2.362088533133524,2.988377657873679,2.398365352095781
419,2455.078125,1.6610976149032912,2.101609816447058,1.7832508450757685
420,2460.9375,2.4391281864445618,2.9697798604220593,3.678502684754386
421,2466.796875,2.9302942712644002,3.078661411484481,4.40549606005357
422,2472.65625,2.4765964446048705,3.350332639748318,3.1230299490482727
423,2478.515625,2.6707462281342425,4.817512988036862,4.236197331927362
424,2484.375,2.7105402873836137,4.72864766648868,3.27517640250154
425,2490.234375,2.720502307096397,3.9373040109937945,4.959939759477259
426,2496.09375,2.058524304136678,3.735412846165266,2.1541489070778104
427,2501.953125,0.9353722151845327,2.052953752827551,1.777311217634206
428,2507.8125,2.914369331162142,5.054189753284833,3.6687200695613424
429,2513.671875,3.0923774705119396,3.5438817057814633,3.9291398479270345
430,2519.53125,1.9720962163522335,2.575953308728347,2.8650945154136456
431,2525.390625,2.1830166912245916,4.906300290902204,2.945488785707112
432,2531.25,1.4644497300772117,2.995667783090719,2.513113700664484
433,2537.109375,2.3142509342732493,2.419929807781328,3.508613866424699
434,2542.96875,2.7815193126643534,3.0884701192929,4.776431188527031
435,2548.828125,2.9345200602862938,5.730571494270744,4.649026862883987
436,2554.6875,2.776645764160818,5.688372803895451,3.6076272110754313
437,2560.546875,2.0711166059162234,3.6912111022425305,2.8343106579632606
438,2566.40625,1.4473773108174965,2.4839889856014796,1.9032162656746545
439,2572.265625,1.0095529044147271,1.7656568076669483,1.9827183898425038
440,2578.125,0.5915573361856028,0.8550225637707287,1.5936697799301627
441,2583.984375,1.4099331330168112,2.504331583886593,1.5079588101294308
442,2589.84375,2.014332945849206,3.710102768384171,2.4850393941557742
443,2595.703125,2.4704540133969486,3.6692837260463786,3.5074814899799653
444,2601.5625,2.8377244632978367,4.325363311109763,3.872674697568531
