bin,freq_hz,abs_y,abs_x,real_h,imag_h,abs_h,phase_h
8,375.0,6.207847193193688,1.177688029661016,-4.858067313943473,1.9241166919370791,5.225231389230227,2.764481999895285
9,421.875,11.242405471965808,1.177688029661016,1.8285161470090994,9.278760416595105,9.457212388883162,1.376224756428324
10,468.75,8.830997017973644,1.177688029661016,6.6392837981546275,3.334185408521142,7.429460390286351,0.4653984921419819
11,515.625,5.324859385923662,1.177688029661016,4.28195796142594,1.2649360942354497,4.464888274740884,0.2872411051458256
12,562.5,6.696849437882532,1.177688029661016,5.3337516924687165,-1.8274751606702648,5.6381355588332305,-0.3300893615632346
13,609.375,5.1329537209557055,1.177688029661016,4.106635417724297,-1.3067427011054906,4.309527925538954,-0.30807179237999854
14,656.25,8.00923504561365,1.177688029661016,3.1738346766604364,-5.959694182442679,6.752124206722901,-1.081449120642424
15,703.125,2.8256719360886464,1.177688029661016,-1.0262645125459064,-2.1526442360124287,2.3847633124795884,-2.015668272017461
16,750.0,1.442311172977461,1.177688029661016,0.38752695489675704,-1.1439670238129958,1.2078235352662725,-1.2441723480563163
17,796.875,4.017585506454786,1.177688029661016,-3.2626835723554004,0.6749351318642437,3.331762525382384,2.937604902918133
18,843.75,2.781723855921912,1.177688029661016,-0.8692223075182732,2.0839485472918264,2.2579612413961194,1.9659596322799886
19,890.625,3.24322241679772,1.177688029661016,-0.22413146629523145,2.6139155603769715,2.6235070937515124,1.6563325954793717
20,937.5,5.406426379279076,1.177688029661016,2.8627617243234242,3.41128268878741,4.453341921868552,0.8726034437646116
21,984.375,6.29161071207823,1.177688029661016,4.962434782768424,1.5298436973371021,5.192897140471006,0.2990401799895805
22,1031.25,3.2390636717935366,1.177688029661016,2.331596231295972,1.203672252254083,2.623960342047874,0.47655809326413845
23,1078.125,1.772530335607683,1.177688029661016,1.3357492680367442,-0.5633982621525506,1.4497046971218697,-0.3991438928940462
24,1125.0,4.2103069754810445,1.177688029661016,3.4064972765320056,-0.28769991723874305,3.418624714325799,-0.08425628028657522
25,1171.875,1.5901323199527597,1.177688029661016,0.9204844009704971,0.7445980012514084,1.183941601557107,0.6801561919625139
26,1218.75,6.466715244745471,1.177688029661016,3.8370804336657613,3.52756203639037,5.21218573872835,0.7433952616741825
27,1265.625,5.245414308122161,1.177688029661016,3.96853038726389,1.4114167313135202,4.212045895294663,0.3417013235763943
28,1312.5,7.526807205830534,1.177688029661016,5.40776474462403,-2.9004588490496417,6.136495829724728,-0.4923036068952548
29,1359.375,6.717126592862158,1.177688029661016,4.249292612604721,-3.443892168922262,5.46963261825702,-0.6810880157122633
30,1406.25,5.795014912933442,1.177688029661016,2.387525936286133,-4.079401785670149,4.7267112272030944,-1.0412827868179362
31,1453.125,4.843863744782484,1.177688029661016,1.2488355437267642,-3.749842247706863,3.9523293255955507,-1.2493126566804365
32,1500.0,2.6100068156543994,1.177688029661016,-1.0401121279581245,-1.8818434914410775,2.150155381595647,-2.0757171242609873
33,1546.875,1.4059876475809647,1.177688029661016,1.082587262791066,0.05885514621970342,1.0841859203079494,0.054311802019348106
34,1593.75,2.300539881215596,1.177688029661016,1.7570749097412368,0.4489819455476934,1.813531644573639,0.2501747390461963
35,1640.625,2.7330060837375014,1.177688029661016,1.8283043032277282,-1.2394047896478286,2.2088053010174997,-0.5957382489991073
36,1687.5,2.286958273649974,1.177688029661016,0.5014118924774646,-1.8155117841743742,1.8834800037148927,-1.3013314413185033
37,1734.375,1.6783565949926071,1.177688029661016,1.280951472269531,0.20284100700835453,1.2969121591047106,0.15704781811905924
38,1781.25,4.152485748202819,1.177688029661016,3.127952682721502,-0.9530794937350703,3.2699309636019747,-0.29576087462010814
39,1828.125,4.03998651637811,1.177688029661016,0.396382782130473,-3.2315681936100944,3.2557875084105077,-1.4487464103313044
40,1875.0,2.852020533829194,1.177688029661016,0.11411859571218122,-2.304509666325192,2.3073334947669717,-1.521317058441517
41,1921.875,1.7455914555900294,1.177688029661016,-1.1197990605138322,-0.79539869805848,1.3735388690535066,-2.523984115013228
42,1968.75,1.6735769661502091,1.177688029661016,-1.1325347282563276,-0.5755208389814946,1.2703775607309022,-2.671429959367248
43,2015.625,1.3982003692338172,1.177688029661016,0.3843925517488895,0.7914583186391829,0.8798658443099068,1.118673195740206
44,2062.5,0.9495135694508359,1.177688029661016,0.4594955269822443,0.29835689573142854,0.5478621875501036,0.5758928460689277
45,2109.375,1.5601785571030033,1.177688029661016,1.109321252843381,0.1718241233685997,1.1225494071003717,0.15367007150239512
46,2156.25,2.21938985598207,1.177688029661016,1.6218076925814908,0.18772595691165006,1.6326362811768254,0.11523821873217914
47,2203.125,3.099401119200657,1.177688029661016,2.2495554312960993,-0.6887561296580169,2.352633555106972,-0.2971116485119131
48,2250.0,3.0132504345076367,1.177688029661016,1.4001667136820366,-1.8872563377042524,2.3499368736857638,-0.9324955648256898
49,2296.875,2.416647534821259,1.177688029661016,0.7949968519829553,-1.7344000944410443,1.907921298759441,-1.1410038036725716
50,2343.75,1.754474671949961,1.177688029661016,-0.07206661363854111,-1.3807201864741807,1.3825996637272204,-1.6229439502773022
51,2390.625,1.720321763091332,1.177688029661016,0.008619704860757166,-1.3487822611706966,1.348809803997815,-1.5644056826081296
52,2437.5,1.4833098400928577,1.177688029661016,0.12688972887193734,-1.170795575898012,1.1776515969655674,-1.4628386378210174
53,2484.375,1.3534606292660945,1.177688029661016,0.48406208507469867,-0.9549956743260782,1.0706693421352764,-1.1016649787761064
54,2531.25,1.5538280546616776,1.177688029661016,0.15649923623895706,-1.2106479033296957,1.2207212445025954,-1.4422402473728995
55,2578.125,1.3953259049238447,1.177688029661016,-0.23709793982095087,-1.06309357917937,1.0892122801179496,-1.7902314815253892
56,2625.0,0.7209187100236731,1.177688029661016,-0.22487114518273216,-0.5104308528649787,0.5577693855817679,-1.9857652654481799
57,2671.875,1.0023612949164264,1.177688029661016,-0.22430288830285947,-0.7572973284565795,0.7898170860322519,-1.8587528305045171
58,2718.75,0.40368072936584565,1.177688029661016,-0.06121268850686511,-0.2768192354345854,0.2835064061724654,-1.788423006662046
59,2765.625,0.48708162588882814,1.177688029661016,0.08559483388682922,-0.39629503636892527,0.4054333871781673,-1.3580763449540523
60,2812.5,0.5146519316925527,1.177688029661016,0.09305544922788644,-0.4186488056863241,0.428866108632507,-1.3520764365057414
61,2859.375,0.8447282562797916,1.177688029661016,0.5310043650421138,-0.2387145892225519,0.5821943754464398,-0.4224821131719772
62,2906.25,0.6533138619546112,1.177688029661016,0.20789592528166093,-0.48950397602671814,0.5318222055298968,-1.1691736020176455
63,2953.125,0.7200918903828276,1.177688029661016,0.3207911658807643,-0.472520178759559,0.5711237094028803,-0.9743762739195932
64,3000.0,0.6669372760528121,1.177688029661016,0.16749090755864826,-0.5240743623969872,0.5501882781708716,-1.2614619107606648
65,3046.875,0.9084608334420788,1.177688029661016,0.4876601215365419,-0.45905342499246315,0.6697331118694564,-0.7551905098851471
