bin,freq_hz,abs_h,training_noise,mean_abs_llr
400,2343.75,,,
401,2349.609375,,,
402,2355.46875,,,
403,2361.328125,,,
404,2367.1875,,,
405,2373.046875,,,
406,2378.90625,,,
407,2384.765625,,,
408,2390.625,,,
409,2396.484375,,,
410,2402.34375,,,
411,2408.203125,,,
412,2414.0625,,,
413,2419.921875,,,
414,2425.78125,,,
415,2431.640625,,,
416,2437.5,,,
417,2443.359375,,,
418,2449.21875,,,
419,2455.078125,,,
420,2460.9375,,,
421,2466.796875,,,
422,2472.65625,,,
423,2478.515625,,,
424,2484.375,,,
425,2490.234375,,,
426,2496.09375,,,
427,2501.953125,,,
428,2507.8125,,,
429,2513.671875,,,
430,2519.53125,,,
431,2525.390625,,,
432,2531.25,,,
433,2537.109375,,,
434,2542.96875,,,
435,2548.828125,,,
436,2554.6875,,,
437,2560.546875,,,
438,2566.40625,,,
439,2572.265625,,,
440,2578.125,,,
441,2583.984375,,,
442,2589.84375,,,
443,2595.703125,,,
444,2601.5625,,,
445,2607.421875,,,
446,2613.28125,,,
447,2619.140625,,,
448,2625.0,,,
449,2630.859375,,,
450,2636.71875,,,
451,2642.578125,,,
452,2648.4375,,,
453,2654.296875,,,
454,2660.15625,,,
455,2666.015625,,,
456,2671.875,,,
457,2677.734375,,,
458,2683.59375,,,
459,2689.453125,,,
460,2695.3125,,,
461,2701.171875,,,
462,2707.03125,,,
463,2712.890625,,,
464,2718.75,,,
465,2724.609375,,,
466,2730.46875,,,
467,2736.328125,,,
468,2742.1875,,,
469,2748.046875,,,
470,2753.90625,,,
471,2759.765625,,,
472,2765.625,,,
473,2771.484375,,,
474,2777.34375,,,
475,2783.203125,,,
476,2789.0625,,,
477,2794.921875,,,
478,2800.78125,,,
479,2806.640625,,,
480,2812.5,,,
481,2818.359375,,,
482,2824.21875,,,
483,2830.078125,,,
484,2835.9375,,,
485,2841.796875,,,
486,2847.65625,,,
487,2853.515625,,,
488,2859.375,,,
489,2865.234375,,,
490,2871.09375,,,
491,2876.953125,,,
492,2882.8125,,,
493,2888.671875,,,
494,2894.53125,,,
495,2900.390625,,,
496,2906.25,,,
497,2912.109375,,,
498,2917.96875,,,
499,2923.828125,,,
500,2929.6875,,,
501,2935.546875,,,
502,2941.40625,,,
503,2947.265625,,,
504,2953.125,,,
505,2958.984375,,,
506,2964.84375,,,
507,2970.703125,,,
508,2976.5625,,,
509,2982.421875,,,
510,2988.28125,,,
511,2994.140625,,,
512,3000.0,,,
513,3005.859375,,,
514,3011.71875,,,
515,3017.578125,,,
516,3023.4375,,,
517,3029.296875,,,
518,3035.15625,,,
519,3041.015625,,,
520,3046.875,,,
521,3052.734375,,,
522,3058.59375,,,
523,3064.453125,,,
524,3070.3125,,,
525,3076.171875,,,
526,3082.03125,,,
527,3087.890625,,,
528,3093.75,,,
529,3099.609375,,,
530,3105.46875,,,
531,3111.328125,,,
532,3117.1875,,,
533,3123.046875,,,
534,3128.90625,,,
535,3134.765625,,,
536,3140.625,,,
537,3146.484375,,,
538,3152.34375,,,
539,3158.203125,,,
540,3164.0625,,,
541,3169.921875,,,
542,3175.78125,,,
543,3181.640625,,,
544,3187.5,,,
545,3193.359375,,,
546,3199.21875,,,
547,3205.078125,,,
548,3210.9375,,,
549,3216.796875,,,
550,3222.65625,,,
551,3228.515625,,,
552,3234.375,,,
553,3240.234375,,,
554,3246.09375,,,
