input,probe_sync_score,file_sync_score,payload_start,payload_delta,pilot_score,pilot_residual,mean_abs_h,header_ok,file_match,byte_errors,bit_errors,bit_error_rate,first16_hex,error
data/step4_fband_optimization/receive_exp2_fband_trimmed_1.wav~,0.4006581664404522,0.5034970826568671,489242,-2,61.54119488801374,61.54119488801374,1.047051308529055,True,False,905,1443,0.040845788043478264,656470322e7478740034343032005440,
data/step4_fband_optimization/receive_exp2_fband_trimmed_2.wav~,0.37896133856878045,0.5085935721428436,494039,-3,775.2820608981751,775.2820608981751,1.0194497922306773,False,False,804,1243,0.03518455615942029,657cf0322e7478740034343032005444,UnicodeDecodeError: 'utf-8' codec can't decode byte 0xf0 in position 2: invalid continuation byte
data/step4_fband_optimization/receive_exp2_fband_trimmed_3.wav~,0.3566788197686187,0.44469909072986963,509582,-3,41.8230052163049,41.823005216304914,1.076227132855429,True,False,838,1283,0.03631680253623189,657470322e7478740034343032005468,
