input,probe_sync_score,file_sync_score,payload_start,payload_delta,pilot_score,pilot_residual,mean_abs_h,header_ok,file_match,byte_errors,bit_errors,bit_error_rate,first16_hex,error
data/step4_fband_optimization/receive_exp2_fband_trimmed_1.wav~,0.4006581664404522,0.5034970826568671,489242,-2,61.54119488801374,61.54119488801374,1.047051308529055,True,False,821,1190,0.03368432971014493,656070322e7478740034343032005468,
data/step4_fband_optimization/receive_exp2_fband_trimmed_2.wav~,0.37896133856878045,0.5085935721428436,494039,-3,775.2820608981751,775.2820608981751,1.0194497922306773,True,False,684,937,0.026522871376811596,657070322e7478740034343032005442,
data/step4_fband_optimization/receive_exp2_fband_trimmed_3.wav~,0.3566788197686187,0.44469909072986963,509582,-3,41.8230052163049,41.823005216304914,1.076227132855429,True,False,679,917,0.025956748188405796,657070322e7478740034343032005468,
