bin,frequency_hz,real,imag,abs,phase
33,1546.875000,-0.0429137865456,0.0657797681148,0.0785402506293,2.14884690637
34,1593.750000,-0.058763899225,0.0633937534164,0.0864405218884,2.31831197416
35,1640.625000,-0.0806750489344,0.0502902991516,0.0950661754218,2.58416727899
36,1687.500000,-0.0673635360006,0.086299172929,0.109477820725,2.23358404476
37,1734.375000,-0.0721660138718,0.038761385149,0.0819169001905,2.64869642926
38,1781.250000,-0.053450513468,0.0502016979875,0.0733291747589,2.38752765879
39,1828.125000,-0.056038195826,0.0197734346232,0.0594244739837,2.8023754495
40,1875.000000,-0.0683494186628,0.0659571891998,0.0949841767805,2.37400431032
41,1921.875000,-0.00455820478522,0.0283019007439,0.0286666150179,1.73048153751
42,1968.750000,-0.0298331631294,0.0373126928186,0.0477729491206,2.24525954197
43,2015.625000,-0.018747018793,0.0592244466719,0.0621207356462,1.87735924524
44,2062.500000,0.0100314124405,0.012914481616,0.0163527695196,0.910389570869
45,2109.375000,-0.0309768327997,-0.0211423939222,0.0375041996457,-2.5426929253
46,2156.250000,-0.0260509247359,-0.00355622734764,0.0262925356811,-3.00592066242
47,2203.125000,-0.0319006812944,-0.0069502219321,0.0326490283463,-2.92707430816
48,2250.000000,-0.0138826785408,-0.00607041197122,0.0151518535159,-2.72937932137
49,2296.875000,-0.0294473600252,0.00905881993102,0.0308092393771,2.843152858
50,2343.750000,-0.00500839601986,0.0148785828676,0.015698925404,1.89549999413
51,2390.625000,-0.0210831638152,-0.00365139757625,0.0213970208374,-2.9701035369
52,2437.500000,0.00193551064001,0.0138397487412,0.0139744354683,1.43184596142
53,2484.375000,0.011075728779,-0.0425777578204,0.0439947409243,-1.31630701758
54,2531.250000,-0.0321900738436,-0.0498507727717,0.0593405460035,-2.14416300116
55,2578.125000,-0.0652373343366,-0.0479357039307,0.0809551820619,-2.50789759006
56,2625.000000,-0.072712489022,-0.0496664723783,0.0880560306753,-2.54233140064
57,2671.875000,-0.0891332247448,-0.0369311910051,0.0964813174789,-2.74878823442
58,2718.750000,-0.106455221652,-0.0266644331066,0.109743820828,-2.89616643835
59,2765.625000,-0.129529455559,0.00878704441788,0.129827162054,3.0738582368
60,2812.500000,-0.0938978088128,0.0260079806953,0.0974331235242,2.87138494783
61,2859.375000,-0.0758982701497,0.0381849780298,0.0849625797564,2.67546225076
62,2906.250000,-0.0608481322958,-0.00100375999985,0.0608564108211,-3.12509799832
