run,mean_abs_probe,mean_abs_file_est,median_abs_probe,median_abs_file_est,phase_coherence_probe_vs_file
1,1.0488013917568928,7.60402678429307,0.433307753880146,4.249138324806033,0.4799213749693192
2,1.009599103623217,7.739612064265454,0.41975868546974965,4.0555491497076,0.4726419422846213
3,1.01800861371505,7.622842533062009,0.40709765191612396,3.8345176632408484,0.437933747989026
4,1.0117809347040747,7.6272632670322045,0.4301503053743972,3.9714682298966713,0.4700518266446962
5,0.9720943143491209,7.729730081903825,0.3899605167976782,4.321059479699351,0.48468789018352365
